TARGET_FID,RF_Number_,RF_Median_,RF_Nationa,RF_Speed_l
1379,2,0,1,40
1380,2,0,1,25
1381,2,0,1,25
1382,2,0,1,25
1383,2,0,1,25
1384,2,0,1,25
1385,2,0,1,25
1386,4,0,4,45
1387,3,0,4,45
1388,2,0,1,25
1389,2,0,1,25
1390,2,0,1,25
1391,2,0,1,25
1392,2,0,1,25
1393,2,0,1,25
1394,2,0,1,25
1395,2,0,1,25
1396,2,0,1,25
1397,2,0,1,25
1398,2,0,1,25
1399,2,0,1,25
1400,2,0,1,25
1401,2,0,3,25
1402,2,0,1,25
1403,2,0,1,25
1404,2,0,1,25
1405,2,0,1,25
1406,2,0,1,25
1407,2,0,1,25
1408,2,0,1,25
1409,2,0,1,25
1412,2,0,4,25
1413,2,0,1,25
1414,2,0,0,25
1415,2,0,0,25
1416,2,0,0,25
1417,2,0,0,25
1418,2,0,1,25
1419,2,5,3,40
1420,2,5,3,40
1421,2,5,1,40
1422,2,0,3,40
1423,2,0,2,55
1424,2,0,2,55
1425,2,0,3,40
1426,2,0,3,55
1427,2,5,1,40
1428,2,5,1,40
1429,2,5,3,40
1430,2,5,3,40
1431,2,0,1,40
1432,2,0,3,40
1433,2,5,3,40
1434,2,0,1,25
1435,2,0,1,25
1436,2,0,1,25
1437,2,0,4,40
1438,2,0,1,25
1439,2,0,1,25
1440,2,0,1,25
1441,2,0,1,25
1442,2,0,1,25
1443,2,0,1,25
1444,2,0,1,25
1445,2,0,1,25
1446,2,5,4,40
1448,2,0,0,25
1449,2,0,0,25
1450,2,0,1,25
1451,2,0,1,25
1452,2,0,1,25
1453,2,0,1,25
1454,2,0,1,25
1455,2,0,1,25
1456,2,0,1,25
1457,2,0,1,25
1458,2,0,1,25
1459,2,0,1,25
1460,2,0,0,25
1461,2,0,1,25
1462,2,0,1,25
1463,2,0,1,25
1464,2,0,1,25
1465,2,0,4,40
1466,2,0,4,45
1467,2,0,4,45
1468,2,0,4,40
1469,2,0,1,25
1470,2,0,1,25
1471,2,0,1,25
1472,2,0,4,25
1473,2,0,1,25
1476,2,5,4,25
1477,5,5,4,40
1478,2,0,4,40
1479,2,0,1,25
1480,2,0,4,40
1504,5,0,4,40
1505,5,0,4,25
1506,2,0,1,25
1507,2,0,1,25
1508,2,0,1,25
1509,2,0,1,25
1510,2,0,1,25
1511,1,0,1,25
1512,2,0,1,25
1513,2,0,1,25
1514,2,0,1,25
1515,1,0,1,25
1516,2,0,1,25
1517,2,0,1,25
1518,1,0,1,25
1519,1,0,1,25
1520,1,0,1,25
1521,1,0,1,25
1522,2,0,1,25
1523,2,0,1,25
1524,2,0,1,25
1525,2,0,1,25
1526,2,0,0,25
1527,2,0,0,25
1528,2,0,0,25
1529,2,0,0,25
1530,2,0,1,25
1531,2,0,1,25
1532,2,0,1,25
1533,2,0,1,25
1534,2,0,1,25
1535,2,0,4,40
1536,5,0,4,25
1537,2,0,1,25
1538,2,0,1,25
1539,2,0,1,25
1540,2,0,1,25
1541,2,0,1,25
1542,2,0,1,55
1543,2,0,1,25
1544,2,0,1,55
1545,2,0,1,25
1546,2,0,1,25
1547,2,0,1,25
1548,1,0,1,25
1549,1,0,3,55
1550,1,0,3,25
1551,2,0,1,25
1552,2,0,1,25
1553,2,0,1,55
1554,2,0,1,25
1555,1,0,1,25
1556,2,0,1,25
1557,2,0,1,40
1558,2,0,1,50
1559,2,0,1,55
1560,2,5,4,40
1561,2,0,1,40
1562,2,0,1,40
1563,2,0,1,40
1564,2,0,1,40
1565,2,0,1,40
1566,2,5,4,40
1567,2,0,1,40
1568,2,0,1,40
1569,2,0,1,40
1570,2,0,1,40
1571,2,5,4,40
1572,2,0,1,40
1573,2,0,1,40
1574,2,0,1,40
1575,2,0,1,40
1576,2,5,4,40
1577,2,0,1,40
1578,2,5,4,40
1579,2,0,1,40
1580,2,0,1,40
1581,2,0,1,25
1582,2,0,1,25
1583,2,0,1,25
1584,2,0,1,25
1585,2,0,1,25
1586,2,0,1,25
1587,2,0,1,25
1588,2,0,1,25
1589,2,0,1,25
1590,2,0,1,25
1591,2,0,1,25
1592,2,0,1,25
1593,2,0,1,25
1594,2,0,1,25
1595,2,0,1,25
1596,2,0,1,25
1597,2,0,1,25
1598,2,0,1,25
1599,2,0,1,25
1601,2,0,1,25
1602,2,0,1,25
1603,2,0,1,25
1604,2,0,1,25
1605,2,0,1,25
1606,2,0,1,25
1607,2,0,1,25
1608,2,0,1,25
1609,2,0,1,25
1610,2,0,2,55
1611,2,0,1,25
1612,2,0,1,25
1613,2,0,1,25
1614,2,0,1,25
1615,2,0,1,25
1616,2,0,1,25
1617,2,0,1,25
1618,2,0,1,25
1619,2,0,1,25
1620,2,0,1,25
1621,2,0,1,25
1622,2,0,1,40
1623,2,0,1,40
1624,2,0,1,25
1625,2,0,1,25
1626,2,0,1,25
1627,2,0,1,25
1628,2,0,1,25
1629,2,0,1,25
1630,2,0,1,40
1631,2,0,1,40
1632,2,0,1,45
1633,2,0,1,45
1634,2,0,1,25
1635,2,0,1,40
1636,2,0,1,40
1637,2,0,1,40
1638,2,0,1,40
1639,2,0,1,25
1640,2,5,4,40
1641,2,0,1,40
1642,2,0,1,40
1643,2,0,1,40
1644,2,0,1,40
1645,2,0,1,25
1646,2,0,1,40
1647,2,0,1,25
1648,2,0,1,40
1649,2,0,1,40
1651,2,0,1,40
1652,2,0,1,40
1653,2,0,1,25
1654,2,0,1,25
1655,2,0,1,40
1656,2,0,1,40
1657,2,0,1,40
1658,2,0,1,25
1659,2,0,1,25
1660,2,0,1,25
1661,2,0,1,25
1662,2,0,1,25
1663,2,0,1,40
1664,2,0,1,40
1665,2,5,4,40
1666,2,0,1,40
1667,2,0,1,40
1668,2,0,1,40
1669,2,0,1,40
1670,2,0,1,40
1671,2,0,1,45
1672,2,0,1,40
1673,2,0,1,40
1674,2,0,1,40
1675,2,0,1,25
1676,2,0,1,45
1677,2,0,1,45
1678,2,0,1,45
1679,2,0,1,40
1680,2,0,1,40
1681,2,0,1,40
1682,2,0,1,40
1683,2,0,1,40
1684,2,0,1,40
1685,2,0,1,25
1686,2,0,1,45
1687,2,0,1,45
1688,2,0,1,45
1689,2,0,1,40
1690,2,0,1,25
1691,2,0,1,25
1692,5,0,4,40
1693,2,0,4,40
1694,5,0,4,40
1695,5,0,4,40
1696,2,0,1,40
1697,2,0,1,25
1698,2,0,1,25
1699,2,0,1,25
1700,2,0,1,25
1701,2,0,1,25
1702,2,0,1,25
1703,2,0,1,25
1704,2,0,1,25
1705,2,0,1,40
1706,2,0,1,40
1707,2,0,1,40
1708,2,0,1,40
1709,2,5,3,40
1710,5,0,4,40
1711,2,0,1,40
1712,2,0,1,40
1713,2,0,1,25
1714,2,0,1,25
1715,2,0,1,40
1716,2,0,1,40
1717,5,0,4,40
1718,2,0,1,25
1719,2,0,1,25
1720,2,0,1,25
1721,2,0,1,25
1722,2,0,1,40
1723,2,0,1,40
1724,2,5,4,40
1726,2,0,1,40
1727,2,5,4,40
1728,2,0,1,40
1729,2,5,4,40
1730,4,0,4,60
1731,2,0,1,25
1732,2,0,1,25
1733,2,0,1,25
1734,2,0,1,25
1735,2,0,1,25
1736,2,0,1,25
1737,2,0,1,25
1738,2,0,1,25
1739,2,0,1,25
1740,2,0,1,25
1741,1,0,1,25
1742,1,0,1,25
1743,1,0,1,25
1744,2,0,1,50
1745,2,0,1,50
1746,2,0,1,25
1747,2,0,1,50
1748,2,0,2,50
1749,2,0,1,50
1750,2,0,1,50
1752,2,0,2,50
1753,2,0,2,50
1754,2,0,2,50
1755,2,0,2,50
1756,2,0,2,50
1757,2,0,2,50
1758,2,0,2,50
1759,2,0,1,50
1760,2,0,1,50
1761,2,0,2,50
1762,2,0,1,25
1763,2,0,3,40
1764,2,0,1,40
1765,2,0,3,50
1766,2,0,3,50
1767,2,0,3,50
1768,2,0,3,50
1769,2,0,2,55
1770,2,0,2,55
1771,2,0,2,55
1772,2,0,4,60
1773,2,0,4,60
1774,2,0,4,60
1775,2,0,4,60
1776,2,0,1,25
1777,2,0,1,25
1778,2,0,2,55
1779,2,0,3,50
1780,2,0,3,50
1781,2,0,2,50
1782,2,0,4,60
1783,2,0,1,55
1784,2,0,1,55
1785,2,0,1,55
1786,2,0,1,55
1787,2,0,1,55
1788,2,0,1,55
1789,2,0,1,25
1790,2,0,1,55
1791,2,0,3,50
1792,2,0,3,50
1793,2,0,0,25
1794,2,0,1,25
1795,2,0,1,25
1796,2,0,1,25
1798,2,0,1,25
1799,2,0,2,55
1800,2,0,1,55
1801,2,0,1,55
1802,2,0,2,55
1803,2,0,0,25
1804,2,0,3,50
1805,2,0,1,50
1806,2,0,1,50
1807,2,0,1,50
1808,2,0,1,25
1809,2,0,1,25
1810,2,0,1,25
1811,2,0,1,25
1812,2,0,1,25
1813,2,0,3,25
1814,2,0,2,25
1815,2,0,1,25
1816,2,0,1,25
1817,2,0,2,50
1818,2,0,2,50
1819,2,0,2,50
1820,2,0,2,50
1821,2,0,2,50
1822,2,5,4,40
1823,2,5,4,40
1824,2,5,4,40
1825,2,5,4,40
1826,2,5,4,40
1827,2,5,4,40
1828,2,5,4,40
1829,5,5,4,40
1830,5,0,4,40
1831,5,0,4,40
1832,5,0,4,40
1833,5,0,4,40
1834,5,5,4,40
1835,2,5,4,40
1836,2,5,4,40
1837,2,5,4,40
1838,2,5,4,40
1839,4,0,4,40
1840,5,0,4,40
1841,5,0,4,40
1842,5,0,4,40
1843,5,0,4,40
1844,5,0,4,40
1845,5,0,4,40
1846,2,5,4,40
1847,2,5,4,40
1848,2,5,4,40
1849,2,5,4,55
1850,2,0,4,55
1851,2,5,4,45
1852,2,5,4,45
1853,2,5,4,40
1854,2,5,4,45
1855,2,5,4,45
1856,2,0,4,40
1857,2,5,4,40
1858,2,5,4,40
1859,2,5,4,40
1860,2,0,1,25
1861,2,1,3,25
1862,2,0,1,25
1863,2,0,1,25
1864,2,0,1,25
1865,2,0,1,25
1866,2,0,1,25
1867,2,0,1,25
1868,2,0,1,25
1869,2,0,1,25
1870,2,0,1,25
1871,2,0,1,25
1872,1,0,1,25
1873,1,0,1,25
1874,1,0,1,25
1875,2,0,1,25
1876,2,0,1,25
1877,1,0,1,25
1878,2,0,1,25
1879,1,0,1,25
1880,2,0,1,25
1881,2,0,1,25
1882,2,0,1,25
1883,2,0,1,25
1884,2,0,1,25
1885,2,0,0,25
1886,2,0,0,25
1887,2,0,3,25
1888,2,0,0,25
1889,2,0,1,25
1890,2,0,1,25
1891,2,0,1,25
1892,2,0,1,25
1893,2,0,1,25
1894,2,0,1,25
1895,2,0,3,50
1896,2,0,3,50
1897,2,0,3,50
1898,2,5,4,25
1899,2,5,4,40
1900,2,0,4,40
1901,2,5,3,40
1902,2,0,1,25
1903,2,0,1,25
1904,2,0,1,25
1905,2,0,1,25
1906,1,0,3,40
1907,2,0,3,55
1908,2,0,3,55
1909,2,0,2,55
1910,2,0,3,55
1911,2,1,3,55
1912,3,0,3,55
1913,3,0,1,55
1914,2,0,1,45
1915,2,0,3,55
1916,2,0,3,55
1917,2,1,3,55
1918,2,1,3,55
1919,2,0,3,55
1920,2,0,3,55
1921,1,0,3,55
1922,1,5,3,55
1923,2,0,1,25
1924,2,0,1,25
1925,2,0,1,25
1926,2,0,1,25
1927,2,0,0,25
1928,2,0,0,25
1929,2,0,1,25
1930,2,0,1,25
1931,2,5,4,45
1932,2,0,1,25
1933,2,0,1,25
1934,2,0,1,25
1935,2,5,4,45
1936,2,5,4,45
1937,2,0,1,25
1938,2,0,1,25
1939,2,0,4,45
1940,2,0,1,45
1941,2,0,1,25
1942,2,0,1,25
1943,2,0,1,25
1944,2,0,1,25
1945,2,0,4,25
1946,2,0,4,45
1947,2,0,1,25
1948,2,0,1,25
1949,2,0,1,25
1950,2,0,1,25
1951,2,0,1,25
1952,2,0,1,25
1953,2,0,1,25
1954,2,0,1,25
1955,2,0,1,25
1956,2,0,1,25
1957,2,0,1,25
1958,2,0,1,25
1959,2,0,1,25
1960,2,0,1,25
1961,2,0,1,25
1962,2,0,1,25
1963,2,0,1,25
1964,2,0,1,25
1965,2,0,1,25
1966,2,0,1,25
1967,2,0,1,25
1968,2,5,4,45
1969,2,0,1,25
1970,2,0,1,25
1971,2,0,1,25
1972,2,0,1,25
1973,2,0,1,25
1974,2,0,1,25
1975,2,0,1,25
1976,2,0,0,25
1977,2,0,4,45
1978,2,0,0,25
1979,2,0,0,25
1980,2,0,1,25
1981,2,0,1,25
1982,2,0,1,25
1983,2,0,1,25
1984,2,0,1,25
1985,2,0,1,25
1986,2,0,1,25
1987,2,0,1,25
1988,2,0,1,25
1989,2,0,1,25
1990,2,0,1,25
1991,2,0,1,25
1992,2,0,1,25
1993,2,5,4,45
1994,2,5,4,25
1995,2,0,1,25
1996,2,0,1,25
1997,2,0,1,25
1998,2,0,1,25
1999,2,0,1,25
2000,2,0,1,25
2001,2,0,1,25
2002,2,0,1,25
2003,2,0,1,25
2004,2,0,1,25
2005,2,0,1,25
2006,2,0,1,25
2007,2,0,1,25
2008,2,0,1,25
2009,2,0,1,25
2010,2,0,1,25
2011,2,0,1,25
2012,2,0,1,25
2013,2,0,1,25
2014,2,0,1,25
2015,2,0,1,25
2016,2,0,1,25
2017,2,0,1,25
2018,2,0,1,25
2019,2,0,1,25
2020,2,0,1,25
2021,2,0,1,25
2022,2,0,1,25
2023,2,0,1,25
2024,2,0,1,25
2025,2,5,3,25
2026,2,0,1,25
2027,1,5,4,45
2028,2,0,1,25
2029,2,0,1,25
2030,2,0,1,25
2031,2,0,1,25
2032,2,0,1,25
2033,2,0,1,25
2034,2,0,1,25
2035,2,0,1,25
2036,1,0,3,55
2037,2,0,4,45
2038,2,0,1,25
2039,2,0,1,25
2040,2,0,1,25
2041,2,0,1,25
2043,2,0,1,25
2044,2,5,3,25
2045,2,0,1,25
2046,2,0,1,25
2047,2,0,1,25
2048,2,0,1,25
2049,2,0,1,25
2050,2,0,1,25
2051,2,0,1,25
2052,2,5,4,45
2053,2,5,4,45
2054,2,0,1,25
2055,2,0,1,25
2056,2,0,1,25
2057,2,0,1,25
2058,2,0,1,25
2059,2,0,1,25
2060,2,0,1,25
2061,2,0,1,25
2062,2,0,1,25
2063,2,0,1,25
2064,2,0,1,25
2065,2,5,4,25
2066,2,5,4,45
2067,2,0,1,25
2068,2,0,1,25
2069,2,0,1,25
2070,2,0,1,25
2071,2,0,1,25
2072,2,0,1,25
2073,2,0,1,25
2074,2,0,1,25
2075,2,0,1,25
2076,2,0,1,50
2077,2,0,1,50
2078,2,0,1,25
2079,2,0,1,25
2080,2,0,1,25
2081,2,0,1,25
2082,2,0,1,25
2083,2,0,1,25
2084,2,0,1,25
2085,2,0,1,25
2086,2,0,3,25
2087,2,0,1,25
2088,2,0,1,25
2089,2,0,1,25
2090,2,0,1,25
2091,2,0,1,25
2092,1,1,3,45
2093,2,5,3,45
2094,2,5,3,45
2095,2,5,3,45
2096,2,5,3,45
2097,2,5,3,45
2098,2,0,1,45
2099,2,0,1,45
2100,2,5,3,45
2101,2,5,3,25
2102,2,5,3,45
2103,2,1,3,45
2104,2,0,2,55
2105,2,1,3,45
2106,2,0,3,45
2107,2,0,3,45
2108,2,0,3,45
2109,1,0,3,45
2110,1,0,3,25
2111,2,0,2,55
2112,2,0,2,55
2113,1,0,3,25
2114,1,0,3,45
2115,2,0,1,45
2116,2,0,1,25
2117,2,0,1,25
2118,2,0,1,25
2119,2,0,1,25
2120,2,0,1,25
2121,2,0,1,25
2122,2,5,4,45
2123,2,0,1,25
2124,2,0,1,25
2125,2,0,1,25
2126,2,5,3,45
2127,2,5,3,35
2128,2,0,1,45
2129,2,5,3,45
2130,2,5,3,45
2131,2,5,3,25
2132,2,5,3,45
2133,2,0,1,25
2134,2,0,1,25
2135,2,0,1,25
2136,2,0,1,25
2137,2,5,3,35
2138,2,5,3,45
2139,2,5,3,25
2140,2,5,3,45
2141,2,0,3,25
2142,2,5,3,45
2143,2,5,3,45
2144,2,0,1,45
2145,2,5,3,45
2146,2,5,3,45
2147,1,0,0,55
2148,2,0,0,50
2149,2,0,0,55
2150,2,0,0,55
2151,2,0,1,25
2152,2,0,3,45
2153,1,0,0,55
2154,2,0,1,45
2155,2,0,1,25
2156,2,0,1,25
2157,2,5,1,45
2158,2,5,3,45
2159,2,5,3,45
2160,2,0,1,25
2161,2,1,3,45
2162,2,1,3,45
2163,2,0,3,45
2164,2,5,3,45
2165,2,5,3,45
2166,2,0,3,55
2167,2,0,3,55
2168,2,0,3,55
2169,2,0,3,55
2170,2,0,3,55
2171,2,0,3,45
2172,2,0,2,50
2173,2,5,4,45
2174,2,0,0,25
2175,2,0,0,25
2176,2,0,0,25
2177,2,5,4,45
2178,2,0,1,25
2179,2,0,1,25
2180,2,0,1,25
2181,2,0,1,25
2182,2,0,1,25
2183,2,0,1,25
2184,2,0,1,25
2185,2,0,1,25
2186,2,0,1,25
2187,2,0,1,25
2188,2,0,1,25
2189,2,0,1,25
2190,2,0,1,25
2191,2,0,1,25
2192,2,0,1,25
2193,2,0,1,25
2194,2,0,1,25
2195,2,0,1,25
2196,2,0,1,25
2197,2,0,1,25
2198,2,0,1,25
2199,2,0,1,25
2200,2,0,1,25
2201,2,0,1,25
2202,2,0,1,25
2203,2,0,1,25
2204,2,0,1,25
2205,2,0,1,25
2206,2,0,1,25
2207,2,0,1,25
2208,2,0,1,25
2209,2,0,1,25
2210,2,0,1,45
2211,2,0,1,45
2212,2,0,0,25
2213,2,0,0,25
2214,2,0,1,25
2215,2,0,1,25
2216,2,0,1,25
2217,2,0,1,25
2218,2,0,1,25
2219,2,0,1,25
2220,2,0,1,25
2221,2,0,1,25
2222,2,0,1,25
2223,2,0,1,25
2224,2,0,1,25
2225,2,0,1,25
2226,2,0,1,25
2227,2,0,1,25
2228,2,0,3,25
2229,2,0,3,25
2230,2,0,1,45
2231,2,0,3,25
2232,2,0,3,25
2233,2,0,2,25
2234,2,0,2,25
2235,2,0,2,25
2236,2,0,3,25
2237,1,0,1,25
2238,1,0,1,25
2239,1,0,1,25
2240,1,0,2,25
2241,1,0,2,25
2242,1,0,2,25
2243,1,0,0,55
2244,1,0,0,25
2245,1,0,2,25
2261,1,5,3,45
2262,2,0,1,45
2263,2,0,1,45
2264,2,0,1,25
2265,2,0,1,25
2266,2,0,1,25
2267,2,0,1,25
2268,2,0,1,25
2269,2,0,1,25
2270,2,0,1,25
2271,2,0,1,25
2272,2,0,1,25
2273,2,0,1,25
2274,2,0,1,25
2275,2,0,1,25
2276,2,0,1,25
2277,2,0,1,45
2278,2,0,1,45
2279,2,0,1,45
2280,2,0,1,45
2281,2,0,1,45
2282,2,0,1,45
2283,2,0,1,45
2284,2,0,1,45
2285,2,0,1,45
2286,2,0,1,25
2287,2,0,1,25
2288,2,0,1,25
2289,2,0,1,25
2290,2,0,1,25
2291,2,0,1,25
2292,2,0,1,25
2293,2,0,1,25
2294,2,0,1,25
2295,2,0,1,25
2296,2,5,4,45
2297,2,5,4,45
2298,2,0,1,45
2299,3,1,3,50
2300,2,0,1,25
2301,2,0,1,25
2302,2,0,1,25
2303,2,0,1,25
2304,2,0,1,25
2305,2,0,1,25
2306,2,0,1,25
2307,2,0,1,25
2308,2,0,1,25
2309,2,0,1,25
2310,2,0,1,25
2311,2,0,1,25
2312,2,0,1,25
2313,2,0,1,25
2314,2,0,1,25
2315,2,0,1,25
2316,2,0,1,25
2317,2,0,1,25
2318,2,0,1,25
2319,2,0,1,25
2320,2,0,1,25
2321,2,0,1,25
2322,2,0,1,25
2323,2,0,1,25
2324,2,0,1,25
2325,2,0,1,25
2326,2,0,1,25
2327,2,0,1,55
2328,2,0,1,55
2329,2,0,3,55
2330,2,0,1,55
2331,2,0,1,55
2332,2,0,1,45
2333,2,0,1,45
2334,2,0,1,45
2335,2,0,1,25
2336,2,0,1,25
2337,2,0,1,25
2338,2,0,1,45
2339,2,0,1,45
2340,2,0,1,45
2341,2,0,1,45
2342,2,0,1,45
2343,2,0,1,25
2344,2,0,1,45
2345,3,0,1,45
2346,3,5,4,45
2347,2,0,1,25
2348,2,0,1,45
2349,2,0,1,45
2350,2,0,1,25
2351,2,0,1,45
2352,2,5,4,45
2353,2,0,1,45
2354,1,0,1,45
2355,2,0,1,25
2356,2,0,1,25
2357,2,0,1,25
2358,2,0,1,25
2359,2,0,1,25
2360,2,0,1,25
2361,2,0,1,25
2362,2,0,1,25
2363,2,0,1,25
2365,2,0,1,25
2366,2,0,1,25
2367,2,0,1,25
2368,2,0,1,25
2369,2,0,3,45
2370,2,0,1,45
2371,2,0,1,25
2372,2,0,1,25
2373,2,0,1,25
2374,2,0,1,25
2375,2,0,1,25
2376,2,0,1,25
2377,2,0,1,25
2378,2,0,1,25
2379,2,0,1,25
2380,2,0,1,25
2381,2,0,1,25
2382,2,0,1,25
2383,2,0,1,25
2384,2,0,1,25
2385,2,0,1,25
2386,2,0,1,25
2387,2,0,1,25
2388,2,0,1,25
2389,2,0,1,25
2390,2,0,1,25
2391,2,0,1,25
2392,2,5,4,45
2393,2,0,1,25
2394,2,0,1,25
2395,2,0,1,25
2396,1,0,1,45
2397,2,0,1,25
2398,2,5,4,45
2399,2,0,1,25
2400,2,0,1,25
2401,2,0,1,25
2402,2,0,1,25
2403,2,0,1,25
2404,2,0,1,25
2405,2,0,1,25
2406,2,0,1,25
2407,2,0,4,45
2408,2,0,1,45
2409,2,0,1,45
2410,2,0,1,45
2411,2,0,1,45
2412,2,0,1,45
2413,2,0,1,45
2414,2,0,1,25
2415,2,0,1,25
2416,2,0,1,25
2417,2,0,1,45
2419,2,0,3,55
2420,2,0,0,25
2421,2,0,0,25
2422,2,0,0,25
2423,2,0,0,25
2424,2,0,1,25
2425,2,0,1,25
2426,2,0,0,25
2427,2,0,0,25
2428,2,0,0,25
2429,2,0,0,25
2430,2,0,0,25
2431,2,0,0,25
2432,2,0,1,25
2433,2,0,1,25
2434,2,0,1,25
2435,2,0,1,25
2436,2,0,1,25
2437,2,0,0,25
2438,2,0,0,25
2439,2,0,0,25
2440,2,0,0,25
2441,2,0,0,25
2442,2,0,0,25
2443,2,0,0,25
2444,2,0,3,55
2445,2,1,3,55
2446,2,1,3,55
2447,2,0,3,55
2448,2,0,3,55
2449,2,0,1,25
2450,2,0,1,25
2451,3,0,3,50
2452,3,0,3,50
2453,3,1,3,50
2454,2,0,3,50
2455,2,0,3,50
2456,2,0,1,50
2457,2,0,1,50
2458,2,0,0,25
2459,2,0,0,25
2460,2,0,0,25
2461,2,0,0,25
2462,2,0,0,25
2463,2,0,1,25
2464,2,0,0,25
2465,2,0,2,55
2466,2,0,2,55
2467,2,0,2,55
2468,2,0,2,50
2469,2,0,2,50
2470,2,0,2,50
2471,2,0,1,50
2472,2,0,1,25
2473,2,0,1,25
2474,2,0,1,25
2475,2,0,1,25
2476,2,0,1,25
2477,2,0,1,25
2478,2,0,1,25
2479,2,0,1,25
2480,2,0,1,25
2481,2,0,1,25
2482,2,0,1,25
2483,2,0,1,25
2484,2,0,1,25
2485,2,0,1,25
2486,2,0,3,50
2487,2,0,3,50
2488,2,0,3,50
2489,2,0,3,50
2490,2,0,3,50
2491,2,0,1,25
2492,2,0,1,25
2493,2,0,1,25
2494,2,0,1,25
2495,2,0,1,25
2496,2,0,1,25
2497,2,0,1,25
2498,2,0,1,25
2499,2,0,1,25
2500,2,0,1,25
2501,2,0,1,25
2502,2,0,1,25
2503,2,0,1,25
2505,2,0,1,25
2506,2,0,1,25
2507,2,0,1,50
2508,2,0,1,50
2509,2,0,2,50
2510,2,0,3,50
2511,2,0,1,25
2512,2,0,3,50
2513,2,0,0,50
2514,2,0,0,55
2515,2,0,2,50
2516,2,0,2,50
2517,2,0,2,55
2518,2,0,2,55
2519,2,0,1,25
2520,2,0,1,25
2521,2,0,1,25
2522,2,0,1,25
2523,2,0,1,25
2524,2,0,1,25
2525,2,0,1,25
2526,2,0,1,25
2527,2,0,1,25
2528,2,0,1,25
2529,2,0,1,25
2530,2,0,0,25
2531,2,0,1,25
2532,2,0,1,25
2533,2,0,1,25
2534,2,0,1,25
2535,2,0,2,55
2536,2,0,2,55
2537,2,0,2,50
2538,2,0,1,25
2539,2,0,1,25
2540,2,0,1,25
2541,2,0,1,25
2542,2,0,1,25
2543,2,0,1,25
2544,2,0,1,25
2545,2,0,1,25
2546,2,0,0,25
2547,2,0,1,25
2548,2,0,1,25
2549,2,0,0,25
2550,2,0,0,50
2551,2,0,0,50
2552,2,0,0,50
2553,2,0,2,50
2554,2,0,2,50
2555,2,0,1,45
2556,2,5,1,45
2557,2,5,4,45
2558,2,0,1,45
2559,2,5,4,45
2560,2,5,4,45
2561,2,5,4,25
2562,2,5,4,45
2563,2,5,4,45
2564,2,5,4,45
2565,2,0,1,45
2566,2,0,4,45
2567,2,5,4,45
2569,2,5,4,45
2570,2,5,4,45
2573,2,5,4,45
2574,2,5,4,25
2575,2,5,4,25
2576,2,5,4,45
2577,2,5,4,45
2578,2,5,4,45
2579,2,5,4,25
2580,2,5,4,45
2581,2,5,4,45
2582,2,0,4,45
2583,2,5,4,45
2584,2,5,4,45
2585,2,5,4,45
2586,2,5,4,25
2587,2,5,4,45
2588,2,5,4,45
2589,2,5,4,45
2590,2,5,4,45
2591,2,5,4,45
2592,2,5,4,45
2593,2,5,4,45
2594,2,5,4,45
2595,2,5,4,45
2596,2,0,1,25
2597,2,5,4,45
2598,2,5,4,25
2599,2,5,4,45
2600,2,5,1,45
2601,2,0,1,45
2602,2,5,4,45
2604,2,5,4,45
2605,2,0,1,45
2606,2,5,4,45
2607,2,5,4,45
2608,2,5,4,45
2609,2,5,4,45
2610,2,5,4,45
2611,2,5,4,25
2612,2,5,4,45
2613,2,5,4,45
2614,2,0,1,25
2615,2,0,1,25
2616,2,0,1,25
2617,2,0,1,25
2618,2,0,1,25
2619,2,0,1,25
2620,2,0,3,25
2621,2,0,3,45
2622,2,0,1,25
2623,2,0,1,25
2624,2,0,1,25
2625,2,0,1,25
2626,2,0,1,45
2627,2,0,1,25
2628,2,0,1,25
2629,2,0,1,25
2630,2,0,1,25
2631,2,0,1,25
2632,2,5,3,25
2633,2,0,1,25
2634,2,0,1,25
2635,2,1,3,25
2636,2,0,0,25
2637,2,1,3,45
2638,2,1,3,25
2639,2,0,1,25
2640,2,5,3,45
2641,2,0,1,25
2642,2,0,1,25
2643,2,5,3,45
2644,2,0,1,25
2645,2,0,1,25
2646,2,0,1,25
2647,2,0,1,25
2648,2,0,1,25
2649,2,0,1,25
2650,2,0,1,25
2651,2,0,1,25
2652,2,0,3,25
2653,2,0,1,25
2654,2,0,1,25
2655,2,0,1,25
2656,2,0,3,45
2657,2,0,3,25
2658,2,0,1,25
2659,2,0,1,25
2660,2,0,1,25
2661,2,0,1,25
2662,2,0,1,25
2663,2,0,1,25
2664,2,0,3,25
2665,2,0,1,25
2666,2,0,1,25
2667,2,0,3,25
2668,2,0,1,25
2669,2,0,1,25
2670,2,0,3,25
2671,2,0,1,25
2672,2,0,1,25
2673,2,0,1,25
2674,2,0,1,25
2675,2,0,1,25
2676,2,0,1,25
2677,2,0,1,25
2678,2,5,3,45
2679,2,5,3,25
2680,2,0,1,25
2681,2,0,1,25
2683,2,0,1,25
2684,2,0,1,25
2685,2,0,1,25
2686,2,0,1,25
2687,2,0,1,25
2688,2,0,1,25
2689,2,0,1,25
2690,2,0,1,25
2691,2,0,1,25
2692,2,0,3,50
2693,2,0,1,25
2694,2,0,3,50
2695,2,0,3,50
2696,2,0,3,50
2697,3,0,2,50
2698,1,0,2,50
2699,2,0,3,50
2700,1,0,3,50
2701,3,1,3,50
2702,3,0,3,50
2703,3,1,3,50
2704,3,0,2,50
