TARGET_FID,RF_Number_,RF_Median_,RF_Nationa,RF_Speed_l
21140,2,0,1,25
21141,2,0,1,25
21142,2,0,3,35
21144,2,0,3,25
21145,3,0,3,35
21146,3,0,3,35
21147,4,0,1,25
21148,2,0,1,25
21149,6,0,4,25
21150,2,0,4,25
21151,7,0,4,25
21152,3,0,1,25
21154,4,5,4,40
21155,2,5,4,40
21156,2,0,1,40
21157,2,0,1,25
21158,2,0,1,25
21159,2,0,1,25
21160,2,0,1,25
21161,2,0,1,25
21162,2,0,1,25
21163,2,0,1,25
21164,2,0,1,25
21165,2,0,1,25
21166,2,0,1,25
21167,2,0,1,25
21168,2,0,1,25
21169,2,0,1,25
21170,2,0,1,25
21171,2,0,1,25
21172,2,0,1,25
21173,2,0,1,25
21174,2,0,1,25
21175,2,0,1,25
21176,2,0,1,25
21177,2,0,1,25
21178,2,0,1,25
21179,2,0,1,25
21180,5,0,1,25
21181,2,0,1,25
21182,2,0,1,25
21183,3,0,1,25
21184,3,0,1,25
21185,2,0,1,40
21186,5,0,1,25
21187,5,0,1,25
21188,5,0,1,25
21189,2,0,1,25
21190,2,0,1,25
21191,3,0,1,25
21192,3,0,1,25
21193,2,0,1,25
21194,3,0,1,25
21195,2,0,1,25
21196,2,0,1,25
21197,2,0,1,25
21198,5,0,1,25
21199,2,0,1,25
21201,2,0,1,25
21202,2,0,1,25
21203,2,0,1,45
21204,2,0,1,25
21205,2,0,1,25
21206,2,0,1,25
21207,5,0,1,25
21208,2,0,1,25
21209,2,0,1,40
21210,2,0,1,40
21211,2,0,1,25
21212,4,0,1,25
21213,2,0,1,25
21214,2,0,1,25
21215,2,0,1,40
21216,2,0,1,40
21217,2,5,4,40
21218,2,5,4,40
21219,5,0,1,25
21220,2,0,1,40
21221,2,0,1,25
21222,2,0,1,40
21223,2,5,4,40
21224,2,5,4,40
21225,2,5,4,40
21226,2,5,4,40
21227,2,0,1,25
21228,2,0,1,25
21229,2,0,1,40
21230,6,0,1,25
21231,2,0,1,25
21232,2,3,6,25
21233,2,3,6,25
21234,4,0,1,25
21235,4,0,1,25
21236,2,0,1,25
21237,7,0,4,25
21238,3,0,1,45
21239,2,0,1,25
21240,2,0,1,25
21241,2,0,1,25
21242,2,0,1,25
21243,2,0,1,25
21244,2,0,1,25
21245,2,0,1,25
21246,2,0,1,25
21247,2,0,1,25
21248,2,0,1,25
21249,2,0,1,25
21250,2,0,1,25
21251,2,0,1,25
21252,2,0,1,25
21253,2,0,1,25
21254,2,0,1,25
21255,2,0,1,25
21256,2,0,1,25
21257,2,0,1,25
21258,2,0,1,25
21259,2,0,1,25
21260,2,0,1,25
21261,2,0,1,25
21262,2,0,1,25
21263,2,0,1,25
21264,2,0,1,25
21265,2,0,1,25
21266,2,0,1,25
21267,2,0,1,25
21268,2,0,1,25
21269,2,0,1,25
21270,2,0,1,25
21271,2,0,1,25
21272,2,0,1,25
21273,2,0,1,25
21274,2,0,1,25
21275,2,0,1,25
21276,2,0,1,25
21277,2,0,1,25
21278,2,0,1,25
21279,2,0,1,25
21280,2,0,1,25
21281,2,0,1,25
21282,2,0,1,25
21283,2,0,1,25
21284,2,0,1,25
21285,2,0,1,25
21286,2,0,1,25
21287,2,0,1,25
21288,2,0,1,25
21289,2,0,1,25
21290,2,0,1,25
21291,2,0,1,25
21292,2,0,1,25
21293,2,0,1,25
21294,2,0,1,25
21295,2,0,1,25
21296,2,0,1,25
21297,2,0,1,25
21298,2,0,1,25
21299,2,0,1,25
21300,2,0,1,25
21301,2,0,1,25
21302,2,0,1,25
21303,2,0,1,25
21304,2,0,1,25
21305,2,0,1,25
21306,2,0,1,25
21307,2,0,1,25
21308,2,0,1,25
21309,2,0,1,25
21310,2,0,1,25
21311,2,0,1,25
21312,2,0,1,25
21313,2,0,1,25
21314,2,0,1,25
21316,2,0,1,25
21317,2,0,1,25
21318,2,0,1,25
21319,2,0,1,25
21320,2,0,1,25
21321,2,0,1,25
21322,2,0,1,25
21323,2,0,1,25
21324,2,0,1,25
21325,2,0,1,25
21326,2,0,1,25
21327,2,0,1,25
21328,2,0,1,25
21329,2,0,1,25
21330,2,0,1,25
21331,2,0,1,25
21332,2,0,1,25
21333,2,0,1,25
21334,2,0,1,25
21335,2,0,1,25
21336,2,0,1,25
21337,2,0,1,25
21338,2,0,1,25
21339,2,0,1,25
21340,2,0,1,25
21341,2,0,1,25
21342,2,0,1,25
21343,2,0,1,25
21344,2,0,1,25
21345,2,0,1,25
21346,2,0,2,25
21347,2,0,1,25
21348,2,0,1,25
21349,2,0,1,25
21350,2,0,1,25
21351,2,0,1,25
21352,2,0,1,25
21353,2,0,1,25
21354,2,0,1,25
21355,2,0,1,25
21356,2,0,1,25
21357,2,0,1,25
21358,2,0,1,25
21359,2,0,1,25
21360,2,0,1,25
21361,2,0,1,25
21362,2,0,1,25
21363,2,0,1,25
21364,2,0,1,25
21365,2,0,1,25
21366,2,0,1,25
21368,4,0,1,25
21369,2,0,1,25
21370,2,0,1,30
21371,2,0,1,30
21372,2,0,1,30
21373,2,0,1,25
21374,5,0,1,25
21375,2,0,1,25
21376,2,0,1,25
21377,2,0,1,25
21378,6,0,4,40
21379,2,0,1,40
21380,2,0,1,25
21381,2,0,1,25
21382,2,0,1,25
21383,2,0,1,40
21384,2,0,1,25
21385,2,0,1,25
21386,2,0,1,25
21387,6,0,4,25
21388,2,0,4,25
21389,7,0,4,25
21390,2,0,4,25
21391,2,0,2,25
21392,2,0,1,25
21393,2,0,1,25
21394,2,0,1,25
21395,2,0,1,25
21396,2,0,1,25
21397,2,0,1,25
21398,3,0,1,25
21399,2,0,1,25
21400,5,0,1,25
21401,5,0,1,25
21402,2,0,1,25
21403,5,0,1,25
21405,2,0,1,25
21406,2,0,1,25
21407,2,0,1,25
21408,2,0,1,30
21409,2,0,1,30
21410,2,0,1,30
21411,2,0,1,25
21412,2,0,1,30
21413,2,0,1,25
21414,2,0,1,25
21415,2,0,1,30
21416,2,0,1,30
21417,2,0,1,30
21418,2,0,1,25
21419,2,0,1,30
21420,2,0,1,30
21421,5,0,1,25
21422,2,0,1,25
21423,2,0,1,25
21424,2,0,1,25
21425,2,0,1,25
21426,2,0,1,25
21427,2,0,1,25
21428,2,0,1,25
21430,2,0,1,25
21431,2,0,1,25
21432,3,0,3,35
21433,3,0,3,35
21434,2,0,1,25
21435,2,0,1,25
21436,3,0,4,40
21437,6,0,1,25
21438,6,0,1,25
21439,2,0,4,45
21440,3,0,1,45
21441,3,3,6,25
21442,5,0,1,25
21443,5,0,1,25
21444,5,0,1,25
21445,2,0,1,25
21446,2,0,1,25
21447,2,0,1,25
21448,4,0,1,25
21449,2,0,1,25
21450,4,0,1,25
21451,2,0,1,25
21452,2,0,1,25
21453,4,0,1,25
21454,4,0,1,25
21455,3,0,4,45
21456,3,0,3,45
21458,3,5,4,45
21459,3,0,4,45
21460,3,0,4,45
21461,2,0,1,25
21462,2,0,3,25
21463,4,0,1,25
21464,2,0,1,25
21465,2,0,1,25
21466,2,0,1,25
21467,2,0,1,25
21468,2,0,1,25
21469,2,0,1,25
21470,2,0,1,25
21472,2,0,1,25
21473,2,0,1,25
21474,2,0,1,25
21475,2,0,1,25
21476,2,0,1,25
21477,2,0,1,25
21478,2,0,1,25
21479,2,0,1,25
21480,2,0,1,25
21481,3,0,3,35
21482,2,0,1,25
21484,2,0,1,25
21485,2,0,1,25
21486,2,0,3,25
21487,2,0,1,25
21488,3,0,3,25
21489,3,0,1,25
21491,3,0,1,25
21507,3,0,1,25
21508,5,0,1,25
21509,5,0,1,25
21510,5,0,1,25
21511,2,0,1,25
21512,5,0,1,25
21513,5,0,3,25
21514,5,0,2,25
21515,5,0,2,25
21516,5,1,2,25
21517,2,0,1,25
21518,2,0,1,25
21519,2,0,1,25
21521,5,0,1,25
21522,2,0,1,25
21523,2,0,1,25
21524,5,0,1,25
21525,5,0,1,25
21526,5,0,2,25
21527,5,0,2,25
21528,5,0,2,25
21529,5,1,2,25
21530,5,1,1,25
21531,5,0,2,25
21532,5,0,2,25
21533,5,0,2,25
21535,5,0,1,25
21536,5,0,1,25
21537,5,0,1,25
21538,5,0,4,25
21539,5,0,4,25
21540,5,0,4,25
21541,5,0,4,25
21542,5,0,4,25
21543,5,0,4,25
21544,5,0,4,25
21546,7,0,3,25
21548,1,0,3,25
21552,5,0,3,25
21553,7,0,3,25
21554,7,0,3,25
21555,5,0,1,25
21556,5,0,3,25
21557,5,0,3,25
21558,5,0,3,25
21559,5,0,3,25
21560,5,0,3,25
21561,5,0,3,25
21562,5,0,3,25
21565,5,0,3,25
21566,5,0,3,25
21567,5,0,1,25
21568,5,0,1,25
21569,5,0,1,25
21570,5,0,1,25
21571,5,0,1,25
21572,2,5,3,40
21573,2,5,3,40
21574,5,0,1,25
21575,3,0,1,25
21576,2,0,1,25
21577,3,0,1,25
21578,3,0,1,25
21579,2,0,1,25
21580,2,0,1,25
21581,2,0,1,25
21582,2,0,1,40
21583,2,0,1,40
21584,2,0,1,25
21585,2,0,1,25
21586,2,0,1,25
21587,2,0,1,25
21588,2,0,1,25
21589,2,0,1,25
21590,2,0,1,25
21591,2,0,1,25
21592,2,0,1,25
21593,2,0,1,25
21594,2,0,1,35
21595,2,0,1,35
21596,2,0,1,25
21600,2,0,1,35
21601,2,0,1,25
21602,2,0,1,25
21605,2,0,1,25
21607,2,0,1,25
21608,2,0,1,25
21609,5,0,2,25
21611,2,0,1,25
21612,2,0,1,25
21613,2,0,1,25
21614,2,5,3,40
21615,2,0,1,40
21616,2,0,1,25
21617,2,0,1,25
21618,2,0,1,40
21619,2,0,1,40
21620,2,0,1,40
21621,2,0,1,40
21622,2,0,1,40
21623,2,0,1,40
21624,2,0,1,40
21625,2,0,1,25
21626,2,0,1,25
21627,2,0,1,25
21628,2,0,1,25
21629,2,0,1,25
21630,2,0,1,25
21631,2,0,1,25
21632,2,0,1,25
21633,2,0,1,25
21634,2,0,1,25
21635,2,0,1,25
21636,2,0,1,25
21637,2,0,1,25
21638,2,0,1,25
21639,2,0,1,25
21640,2,0,1,25
21642,2,0,1,25
21643,2,0,1,25
21644,2,0,1,25
21645,2,0,1,25
21646,2,0,1,25
21647,2,0,1,25
21648,2,0,1,25
21649,2,0,1,25
21650,2,0,1,25
21651,2,0,1,25
21652,2,0,1,25
21653,2,0,1,25
21654,1,0,1,25
21655,1,0,1,25
21656,2,0,1,25
21657,1,0,1,25
21658,1,0,1,25
21659,1,0,1,25
21660,5,1,2,25
21661,2,0,1,25
21662,2,0,1,25
21663,2,0,1,25
21664,2,0,1,25
21665,2,0,1,25
21666,2,0,1,25
21667,2,0,1,25
21668,5,0,3,25
21669,5,0,3,25
21670,2,0,1,25
21673,2,0,1,25
21674,3,0,1,25
21675,2,0,1,25
21676,2,0,1,25
21679,2,0,1,25
21680,2,0,1,25
21681,2,0,1,25
21682,2,0,1,25
21683,5,0,4,25
21684,2,0,1,25
21685,3,0,1,25
21686,2,5,3,40
21687,2,0,1,40
21688,2,0,1,40
21689,2,0,1,40
21690,2,0,1,40
21691,2,0,1,40
21692,2,0,1,25
21693,2,0,1,25
21694,2,0,1,25
21695,2,0,1,25
21696,2,0,1,25
21697,2,0,1,40
21698,2,0,1,40
21699,2,0,1,40
21700,2,0,1,25
21701,5,0,1,25
21702,5,0,1,25
21703,5,0,1,25
21704,5,0,1,25
21705,2,0,1,25
21706,5,0,1,25
21707,5,0,3,25
21708,2,0,1,25
21709,2,0,1,25
21710,2,0,1,25
21711,2,0,1,25
21712,2,0,1,25
21713,2,0,1,25
21715,5,1,2,25
21716,5,0,2,25
21717,5,0,2,25
21718,2,0,1,25
21719,2,0,1,25
21720,2,0,1,35
21721,2,0,1,25
21722,2,0,1,35
21723,2,0,1,25
21724,2,0,1,35
21725,2,0,1,25
21726,2,0,1,25
21727,2,0,1,25
21728,2,0,1,25
21729,2,0,1,25
21731,2,0,1,40
21732,2,0,1,40
21733,2,0,1,40
21734,2,0,1,40
21735,2,0,1,25
21736,3,0,1,25
21737,3,0,1,25
21738,2,0,1,35
21739,2,0,1,35
21742,4,0,2,25
21743,5,0,2,25
21758,2,0,1,25
21759,2,0,1,25
21760,2,0,1,25
21761,2,0,1,25
21762,2,0,1,25
21765,3,0,1,25
21766,3,0,1,25
21768,3,0,1,25
21770,2,0,2,25
21771,5,0,1,25
21772,5,0,1,25
21773,5,0,1,25
21774,5,0,1,25
21777,3,0,1,35
21778,2,0,1,25
21779,2,0,1,25
21780,2,0,1,25
21783,3,0,1,35
21793,3,0,1,25
21794,3,0,1,35
21795,3,0,1,35
21797,5,0,1,25
21798,5,0,1,25
21799,5,0,1,25
21800,5,0,1,25
21801,5,0,2,25
21802,4,0,2,25
21803,5,0,2,25
21804,5,0,2,25
21805,4,0,2,25
21806,4,0,2,25
21807,4,0,1,25
21808,4,0,2,25
21809,4,1,2,25
21810,4,1,2,25
21811,4,0,2,25
21812,3,5,3,25
21813,3,5,3,40
21815,5,0,4,25
21816,5,0,4,25
21817,1,0,4,25
21818,5,0,4,25
21819,5,0,4,25
21820,5,0,4,25
21825,5,0,3,25
21826,5,0,3,25
21827,5,0,3,25
21828,5,0,3,25
21829,5,0,3,25
21830,5,0,3,25
21831,5,0,1,25
21832,5,0,3,25
21835,5,0,3,25
21836,5,0,3,25
21837,5,0,3,25
21840,5,0,1,25
21841,5,0,1,25
21842,5,0,1,25
21843,5,0,1,25
21844,5,0,1,25
21845,5,0,1,25
21846,5,0,1,25
21847,3,5,3,40
21848,3,5,3,40
21865,3,0,1,25
21866,2,0,1,25
21868,2,0,1,25
21869,5,0,1,25
21870,2,0,1,25
21871,3,0,2,25
21872,2,0,1,40
21873,2,0,1,40
21877,4,0,2,25
21878,2,0,1,25
21879,2,0,1,25
21880,2,0,1,25
21881,2,0,1,25
21882,2,0,1,25
21883,2,0,1,25
21884,5,0,3,25
21885,4,0,2,25
21886,5,0,1,25
21887,2,0,1,25
21888,2,0,1,25
21889,2,0,1,25
21890,2,0,1,25
21891,2,0,1,25
21892,2,0,1,25
21893,2,0,1,25
21899,4,0,1,25
21900,2,0,1,25
21901,4,0,1,25
21902,1,0,1,25
21903,1,0,1,25
21904,1,0,1,25
21909,1,0,1,25
21910,1,0,1,25
21911,5,0,3,25
21912,2,0,1,25
21913,2,0,1,25
21914,2,0,1,25
21915,2,0,1,25
21916,5,0,3,25
21917,5,0,3,25
21918,2,0,1,25
21919,2,0,1,25
21920,5,0,3,25
21921,2,0,1,25
21922,5,0,3,25
21923,2,0,1,25
21924,2,0,1,25
21925,2,0,1,25
21926,2,0,1,25
21927,5,0,3,25
21928,2,0,1,25
21929,2,0,1,25
21931,2,0,1,25
21932,2,0,1,25
21933,2,0,1,40
21934,2,0,1,40
21935,2,0,1,25
21936,5,0,1,25
21937,2,0,1,25
21938,2,0,1,25
21939,5,0,1,25
21940,2,0,1,25
21941,2,0,1,25
21942,2,0,1,25
21943,2,0,1,25
21944,2,0,1,25
21945,2,0,1,25
21946,5,0,1,25
21947,2,0,1,25
21948,2,0,1,25
21949,2,0,1,25
21950,5,0,1,25
21951,2,0,1,25
21952,2,0,1,25
21953,2,0,1,25
21954,5,0,1,25
21955,5,0,1,25
21956,2,0,1,25
21958,2,0,1,25
21959,4,0,1,25
21960,2,0,1,25
21972,2,0,1,25
21975,1,0,1,25
21976,2,0,1,25
21977,3,0,2,25
21978,2,0,1,25
21986,4,0,2,25
21987,3,0,2,25
21988,3,0,2,25
21989,3,0,1,25
21990,4,0,2,25
21991,2,0,1,25
21992,2,0,1,25
21996,2,0,1,25
21997,3,0,1,25
21998,2,0,1,25
21999,3,0,2,25
22000,3,0,2,25
22001,3,0,1,25
22002,3,0,1,25
22003,3,0,1,25
22004,3,0,1,25
22005,3,0,2,25
22006,3,0,2,25
22007,5,0,3,25
22008,5,0,1,25
22009,5,0,2,25
22010,5,0,1,25
22011,5,0,1,25
22012,5,0,1,25
22013,5,0,3,25
22014,4,0,1,25
22015,4,0,2,25
22016,4,0,2,25
22017,4,0,2,25
22018,4,0,2,25
22019,4,0,2,25
22020,2,0,2,25
22021,4,0,2,25
22022,2,0,1,25
22023,3,0,1,25
22024,3,0,1,25
22025,3,0,1,25
22027,5,0,3,25
22028,5,0,3,25
22029,5,0,3,25
22030,5,0,3,25
22031,2,0,1,25
22032,2,0,1,40
22033,2,0,1,25
22034,2,0,1,25
22035,2,0,2,25
22036,2,0,1,25
22037,2,0,1,40
22038,2,0,1,25
22039,2,0,1,25
22040,2,0,1,25
22041,2,0,1,25
22042,5,0,2,35
22043,3,0,2,25
22044,3,0,2,25
22045,3,0,2,25
22046,2,0,2,25
22047,2,0,1,25
22048,5,0,2,25
22049,4,0,2,25
22050,1,0,2,25
22051,5,0,2,25
22052,2,1,1,25
22053,2,1,1,25
22054,3,0,1,25
22055,3,0,1,25
22056,3,0,3,25
22057,3,0,1,25
22058,3,0,1,35
22059,4,0,1,35
22060,4,0,1,25
22061,3,0,1,25
22062,3,0,1,25
22063,3,5,3,40
22064,3,5,3,40
22065,3,5,3,40
22066,3,0,3,35
22067,3,0,1,35
22068,3,0,1,35
22069,3,5,3,40
22070,3,5,3,40
22071,2,0,1,25
22072,4,5,3,40
22073,4,5,3,40
22074,3,5,3,40
22075,3,5,3,40
22076,3,5,3,40
22077,2,0,1,25
22078,2,5,3,40
22079,3,5,3,40
22080,3,0,1,35
22081,3,0,1,40
22082,3,0,1,40
22083,3,0,1,40
22084,3,0,1,40
22085,3,0,1,35
22086,3,0,1,35
22087,3,5,3,40
22088,3,5,3,40
22089,3,0,1,35
22090,3,5,4,35
22091,3,5,4,35
22092,2,0,4,25
22093,3,5,4,35
22094,7,0,4,25
22095,7,0,4,25
22096,1,0,4,25
22100,5,0,3,25
22101,5,0,3,25
22102,5,0,3,25
22103,5,0,3,25
22104,5,0,3,25
22105,5,0,3,25
22106,3,0,3,35
22107,3,0,3,35
22108,3,0,3,25
22109,3,0,3,35
22110,3,0,3,35
22111,3,0,1,35
22112,3,0,1,35
22113,3,0,3,35
22114,3,0,3,35
22115,5,0,1,25
22116,5,0,3,25
22117,5,0,3,25
22119,4,0,1,25
22120,4,0,1,25
22121,4,0,1,25
22122,4,0,1,25
22123,4,0,1,25
22124,4,0,1,25
22125,4,0,1,25
22126,3,0,1,25
22128,5,0,1,25
22129,5,0,1,25
22130,3,5,3,40
22131,3,0,1,40
22132,3,0,1,40
22133,3,0,1,40
22134,2,0,1,25
22135,3,0,1,25
22136,3,0,1,25
22137,5,0,3,25
22138,2,0,1,25
22139,5,0,1,25
22140,2,0,1,25
22141,2,0,1,25
22142,2,0,1,40
22143,2,0,1,25
22144,2,0,1,25
22145,2,0,1,40
22146,2,0,1,40
22147,2,0,1,40
22148,2,0,1,25
22149,2,0,1,25
22150,5,0,2,25
22151,5,0,3,25
22152,3,0,1,25
22153,3,0,1,25
22154,2,0,1,25
22155,2,0,1,35
22156,2,0,1,35
22157,3,0,1,35
22158,5,0,3,25
22159,2,0,1,25
22160,2,0,1,25
22161,5,0,1,25
22162,4,0,1,25
22163,2,0,1,25
22164,3,0,1,35
22165,5,0,3,25
22166,2,0,1,25
22167,4,0,1,25
22168,1,0,1,35
22170,2,0,1,25
22171,2,0,1,25
22172,2,0,1,25
22173,4,0,1,25
22174,2,0,1,25
22175,2,0,1,25
22177,2,0,1,25
22181,2,0,1,25
22182,2,0,1,25
22184,2,0,1,25
22185,2,0,1,25
22186,2,0,1,25
22187,3,0,1,25
22188,5,0,1,25
22189,2,0,1,25
22190,5,0,1,25
22191,3,0,1,25
22192,2,0,1,25
22193,2,0,1,25
22194,2,0,1,25
22195,2,0,1,25
22196,2,0,1,25
22197,2,0,1,25
22198,2,0,1,25
22199,2,0,1,25
22200,2,0,1,25
22201,2,0,1,25
22202,4,0,1,25
22203,2,0,1,25
22204,4,0,1,25
22205,3,0,1,25
22206,2,0,1,25
22207,2,0,1,25
22209,2,0,1,25
22210,2,0,1,25
22211,3,0,1,25
22212,3,0,1,25
22213,2,0,2,25
22214,3,0,2,25
22215,3,0,1,25
22216,2,0,1,35
22217,2,0,1,35
22218,2,0,1,35
22219,2,0,1,35
22220,2,0,1,35
22221,2,0,1,40
22222,3,5,3,40
22223,2,0,1,35
22224,2,0,1,35
22225,2,0,1,35
22226,2,0,1,35
22227,2,0,1,25
22228,3,0,1,25
22229,2,0,1,25
22231,3,0,1,35
22232,2,0,1,35
22233,2,0,1,25
22236,5,0,3,25
22237,2,0,1,25
22238,2,0,1,25
22239,5,0,3,25
22240,5,0,1,25
22241,2,0,1,25
22242,2,0,1,25
22243,2,0,1,25
22244,2,0,1,25
22245,2,0,1,25
22246,2,0,1,25
22247,2,0,1,25
22248,2,0,1,25
22249,2,0,1,25
22250,5,0,3,25
22251,2,0,1,25
22252,2,0,1,25
22253,2,0,1,25
22254,2,0,1,25
22255,2,0,1,25
22256,2,0,1,25
22257,2,0,1,25
22258,2,0,1,25
22259,5,0,3,25
22260,2,0,1,25
22261,2,0,1,25
22262,2,0,1,25
22263,2,0,1,25
22264,2,0,1,25
22265,2,0,1,25
22266,5,0,1,25
22267,2,0,1,25
22268,2,0,1,25
22269,2,0,1,25
22270,2,0,1,25
22271,2,0,1,25
22272,2,0,1,25
22273,3,0,3,35
22274,3,0,1,25
22275,3,0,1,25
22276,2,0,1,25
22277,2,0,1,40
22278,2,0,1,25
22279,2,0,1,40
22280,2,0,1,40
22281,2,0,1,40
22282,2,0,1,40
22285,3,0,2,25
22286,2,0,1,25
22287,2,0,1,25
22288,2,0,1,25
22289,2,0,1,25
22290,3,0,1,25
22291,3,0,1,25
22292,2,0,1,25
22293,3,0,1,25
22294,2,0,1,25
22295,2,0,1,25
22296,2,0,1,25
22297,2,0,1,25
22298,2,0,1,25
22299,2,0,1,40
22300,2,0,1,40
22301,2,0,1,25
22302,2,0,1,25
22304,2,0,1,25
22305,2,0,1,25
22306,2,0,1,40
22307,2,0,1,25
22308,2,0,1,25
22310,3,0,3,35
22311,5,0,3,25
22312,5,0,3,25
22313,2,0,1,25
22314,2,0,1,25
22315,2,0,1,35
22316,2,0,1,35
22317,2,0,1,35
22318,3,0,3,35
22319,2,0,1,35
22320,2,0,1,25
22321,3,0,1,25
22322,2,0,1,25
22323,3,0,1,25
22324,2,0,1,25
22325,2,0,1,25
22326,2,0,1,25
22327,4,0,2,25
22328,2,0,1,25
22329,2,0,1,25
22330,2,0,1,25
22331,4,0,2,25
22332,5,0,3,25
22333,5,0,1,25
22334,2,0,1,25
22335,2,0,1,25
22340,3,0,2,25
22341,2,0,1,25
22342,3,0,1,25
22343,2,0,1,25
22344,2,0,1,25
22345,3,0,1,25
22346,3,0,1,25
22347,2,0,1,25
22348,2,0,1,25
22349,3,0,1,25
22350,3,0,3,35
22351,2,0,1,35
22352,3,0,2,25
22353,2,0,1,25
22354,2,0,1,25
22355,2,0,1,25
22356,2,0,1,25
22357,5,0,3,25
22358,5,0,3,25
22359,2,0,1,25
22360,2,0,1,25
22361,2,5,2,25
22362,2,5,2,25
22363,3,0,2,25
22364,2,5,2,35
22365,2,5,2,25
22366,2,5,2,25
22367,2,0,1,25
22368,2,0,2,25
22369,2,0,2,25
22370,2,0,2,25
22371,2,0,2,25
22372,2,0,1,25
22373,2,5,2,35
22375,2,0,2,25
22376,3,0,2,25
22377,3,0,2,25
22378,1,0,2,25
22379,2,0,2,25
22380,3,0,1,25
22381,3,0,2,25
22382,3,0,2,25
22383,2,0,1,25
22384,2,0,1,25
22385,2,0,1,25
22386,2,0,1,25
22399,2,0,2,25
22400,2,0,1,25
22402,3,0,1,25
22403,3,0,1,25
22404,3,0,2,25
22405,2,0,1,25
22406,2,0,2,25
22408,2,0,1,35
22409,2,0,1,35
22410,3,5,4,25
22411,3,0,1,25
22412,3,0,3,35
22413,3,0,3,35
22414,3,0,1,25
22415,3,0,1,25
22416,2,0,1,35
22417,2,0,1,35
22418,2,0,1,35
22419,2,0,1,35
22420,2,0,1,35
22421,2,0,2,25
22422,3,0,1,25
22423,3,0,1,35
22424,7,0,1,35
22425,3,0,1,25
22426,3,0,1,25
22427,3,0,1,35
22428,3,0,1,25
22429,3,0,1,35
22430,2,0,1,25
22431,2,0,1,25
22432,2,0,1,25
22433,3,0,4,25
22434,3,0,1,25
22435,3,0,1,35
22436,3,0,1,35
22437,3,0,1,25
22438,3,0,1,25
22439,3,0,1,25
22440,3,0,1,25
22441,3,0,1,35
22443,2,0,1,25
22444,2,0,1,25
22445,2,0,1,25
22446,2,0,1,25
22447,2,0,1,25
22448,2,0,1,25
22449,2,0,1,25
22450,2,5,3,35
22451,5,5,3,25
22452,2,5,3,25
22453,2,0,1,25
22454,2,0,2,25
22455,2,0,1,25
22456,2,0,2,25
22457,2,0,2,25
22458,3,0,4,25
22459,3,0,1,25
22460,3,0,1,35
22461,5,0,3,35
22462,3,0,3,25
22463,3,0,1,25
22464,3,0,1,25
22465,3,0,2,25
22466,3,0,1,25
22467,3,0,1,25
22468,3,0,2,25
22470,3,0,2,25
22471,3,0,1,25
22472,3,0,1,25
22473,3,0,1,35
22474,4,0,1,35
22475,3,0,1,25
22476,3,0,1,25
22477,3,0,1,25
22478,3,0,1,25
22479,3,0,1,25
22480,3,5,3,25
22481,3,0,1,35
22482,3,0,1,25
22483,3,0,1,35
22484,5,5,3,35
22485,3,0,1,35
22486,3,0,3,35
22487,4,5,3,35
22488,4,5,3,35
22489,3,0,3,35
22490,3,5,3,35
22491,3,0,3,35
22495,5,5,3,35
22496,5,5,3,35
22497,5,5,3,35
22498,2,5,2,35
22499,3,5,2,35
22500,3,5,3,35
22501,5,5,3,35
22502,3,0,1,40
22503,3,0,1,35
22504,2,5,3,35
22505,2,5,3,35
22509,3,0,1,35
22510,2,0,1,35
22511,3,5,3,40
22512,2,0,1,25
22513,3,5,4,35
22514,7,0,4,35
22515,3,5,4,35
22516,3,5,4,35
22519,3,5,4,35
22520,3,0,1,35
22521,3,5,4,35
22522,7,0,4,35
22523,7,0,4,25
22524,7,0,4,35
22525,7,0,4,35
22526,3,5,4,35
22527,7,0,4,35
22528,7,0,4,35
22529,7,0,1,35
22530,3,0,3,35
22531,3,0,3,35
22532,3,0,1,35
22533,3,0,1,25
22534,3,0,3,35
22535,3,0,3,25
22538,3,0,3,35
22539,3,0,3,35
22540,3,0,3,35
22541,3,0,3,35
22542,3,0,1,35
22543,3,0,1,35
22544,3,0,3,35
22545,3,0,3,35
22546,3,0,3,35
22547,3,0,3,35
22548,3,0,3,25
22550,3,0,3,35
22551,3,0,1,35
22552,3,0,3,35
22553,3,0,3,35
22554,3,0,3,35
22555,3,0,1,35
22556,3,0,3,35
22557,3,0,3,35
22558,3,0,3,25
22559,3,0,3,35
22560,3,0,3,35
22561,3,0,1,25
22562,3,0,1,25
22563,2,0,1,35
22564,2,0,1,35
22565,2,0,1,35
22566,2,0,1,35
22567,2,0,1,35
22568,4,0,1,25
22569,4,0,1,35
22570,4,0,1,25
22571,4,0,1,35
22572,4,0,1,35
22573,1,5,3,35
22574,2,5,3,35
22575,2,0,1,35
22576,2,0,1,35
22577,2,0,1,35
22578,2,0,1,25
22579,3,0,1,25
22583,2,0,1,25
22584,3,0,2,25
22585,2,0,1,25
22586,2,0,1,25
22587,3,0,2,25
22588,2,0,1,25
22589,2,0,1,25
22590,3,0,1,25
22591,2,0,1,25
22592,3,0,1,25
22595,3,0,1,25
22596,2,0,1,25
22597,2,0,1,25
22598,3,0,1,25
22600,4,5,3,35
22601,2,0,1,35
22602,2,0,1,35
22603,3,0,1,25
22604,2,0,1,25
22605,3,0,1,25
22606,3,0,1,25
22607,2,0,1,25
22608,2,0,1,25
22609,2,0,1,25
22610,3,0,1,25
22611,2,0,1,25
22612,3,0,1,25
