TARGET_FID,Number_of_lanes,"Population,_2018","Households_(occupied_housing_units),_2018","Percent_of_zero-car_households_in_CBG,_2018","Total_employment,_2017"
24470,2,2196,580,0.077586207,915
24471,2,2196,580,0.077586207,915
24472,2,2196,580,0.077586207,915
24473,2,2196,580,0.077586207,915
24474,2,2196,580,0.077586207,915
24475,2,2196,580,0.077586207,915
24476,2,2196,580,0.077586207,915
24477,2,1043,313,0.28115016,437
24478,2,1201,495,0.016161616,393
24479,2,1201,495,0.016161616,393
24480,3,1201,495,0.016161616,393
24481,3,1201,495,0.016161616,393
24482,3,1201,495,0.016161616,393
24483,3,1201,495,0.016161616,393
24484,2,1043,313,0.28115016,437
24485,2,1357,600,0.028333333,226
24486,2,1357,600,0.028333333,226
24487,3,1357,600,0.028333333,226
24488,3,1357,600,0.028333333,226
24489,3,1357,600,0.028333333,226
24490,3,1357,600,0.028333333,226
24491,3,1357,600,0.028333333,226
24492,3,1357,600,0.028333333,226
24493,3,868,477,0.050314465,30
24494,3,868,477,0.050314465,30
24495,3,868,477,0.050314465,30
24496,3,868,477,0.050314465,30
24497,3,868,477,0.050314465,30
24498,2,868,477,0.050314465,30
24499,2,868,477,0.050314465,30
24500,2,487,211,0.17535545,152
24501,2,487,211,0.17535545,152
24502,2,487,211,0.17535545,152
24503,2,1201,495,0.016161616,393
24504,2,1201,495,0.016161616,393
24505,2,1201,495,0.016161616,393
24506,3,1201,495,0.016161616,393
24507,2,1201,495,0.016161616,393
24508,2,1201,495,0.016161616,393
24509,2,1201,495,0.016161616,393
24510,2,2196,580,0.077586207,915
24511,2,2196,580,0.077586207,915
24512,2,534,349,0.200573066,235
24513,2,534,349,0.200573066,235
24514,2,534,349,0.200573066,235
24515,2,534,349,0.200573066,235
24516,4,534,349,0.200573066,235
24517,4,534,349,0.200573066,235
24518,2,534,349,0.200573066,235
24519,2,534,349,0.200573066,235
24520,2,2196,580,0.077586207,915
24521,2,2196,580,0.077586207,915
24522,4,534,349,0.200573066,235
24523,4,2196,580,0.077586207,915
24524,2,2196,580,0.077586207,915
24525,2,2196,580,0.077586207,915
24526,2,2196,580,0.077586207,915
24527,2,2196,580,0.077586207,915
24528,2,2196,580,0.077586207,915
24529,2,2196,580,0.077586207,915
24530,4,2196,580,0.077586207,915
24531,4,2196,580,0.077586207,915
24532,4,2196,580,0.077586207,915
24533,4,2196,580,0.077586207,915
24534,4,2196,580,0.077586207,915
24535,2,2196,580,0.077586207,915
24536,2,2196,580,0.077586207,915
24537,3,2196,580,0.077586207,915
24538,2,2196,580,0.077586207,915
24539,2,2196,580,0.077586207,915
24540,3,2196,580,0.077586207,915
24541,2,2196,580,0.077586207,915
24542,2,2196,580,0.077586207,915
24543,2,2196,580,0.077586207,915
24544,4,2196,580,0.077586207,915
24545,4,534,349,0.200573066,235
24546,4,1201,495,0.016161616,393
24547,4,1201,495,0.016161616,393
24548,4,1201,495,0.016161616,393
24549,2,1201,495,0.016161616,393
24550,4,1201,495,0.016161616,393
24551,4,1201,495,0.016161616,393
24552,3,2196,580,0.077586207,915
24553,2,2196,580,0.077586207,915
24554,3,1201,495,0.016161616,393
24555,2,1201,495,0.016161616,393
24556,4,2196,580,0.077586207,915
24557,3,1352,406,0,34
24558,3,1352,406,0,34
24559,3,1352,406,0,34
24560,3,1352,406,0,34
24561,3,1352,406,0,34
24562,2,2196,580,0.077586207,915
24563,2,2196,580,0.077586207,915
24564,2,2196,580,0.077586207,915
24565,2,2196,580,0.077586207,915
24566,2,2196,580,0.077586207,915
24567,2,2196,580,0.077586207,915
24568,3,2196,580,0.077586207,915
24569,2,2196,580,0.077586207,915
24570,2,2196,580,0.077586207,915
24571,2,2196,580,0.077586207,915
24572,2,2196,580,0.077586207,915
24573,2,2196,580,0.077586207,915
24574,2,2196,580,0.077586207,915
24575,2,2196,580,0.077586207,915
24576,3,2196,580,0.077586207,915
24577,2,2196,580,0.077586207,915
24578,2,2196,580,0.077586207,915
24579,2,2196,580,0.077586207,915
24580,2,2196,580,0.077586207,915
24581,2,2196,580,0.077586207,915
24582,2,2196,580,0.077586207,915
24583,2,2196,580,0.077586207,915
24584,2,2196,580,0.077586207,915
24585,2,2196,580,0.077586207,915
24586,2,2196,580,0.077586207,915
24587,2,2196,580,0.077586207,915
24588,2,2196,580,0.077586207,915
24589,2,2196,580,0.077586207,915
24590,2,2196,580,0.077586207,915
24591,4,534,349,0.200573066,235
24592,2,534,349,0.200573066,235
24593,3,487,211,0.17535545,152
24594,2,487,211,0.17535545,152
24595,2,868,477,0.050314465,30
24596,2,868,477,0.050314465,30
24597,2,487,211,0.17535545,152
24598,2,487,211,0.17535545,152
24599,2,487,211,0.17535545,152
24600,2,868,477,0.050314465,30
24601,2,2196,580,0.077586207,915
24602,4,2196,580,0.077586207,915
24603,2,2196,580,0.077586207,915
24604,2,1201,495,0.016161616,393
24605,2,1201,495,0.016161616,393
24606,1,1201,495,0.016161616,393
24607,1,1201,495,0.016161616,393
24608,1,1201,495,0.016161616,393
24609,1,1201,495,0.016161616,393
24610,2,1201,495,0.016161616,393
24611,2,1201,495,0.016161616,393
24612,2,1201,495,0.016161616,393
24613,2,1201,495,0.016161616,393
24614,2,1043,313,0.28115016,437
24615,2,1201,495,0.016161616,393
24616,2,1201,495,0.016161616,393
24617,2,1201,495,0.016161616,393
24618,2,1201,495,0.016161616,393
24619,2,1201,495,0.016161616,393
24620,2,1201,495,0.016161616,393
24621,2,1201,495,0.016161616,393
24622,3,1357,600,0.028333333,226
24623,3,1357,600,0.028333333,226
24624,3,1357,600,0.028333333,226
24625,3,1357,600,0.028333333,226
24626,3,1357,600,0.028333333,226
24627,3,1357,600,0.028333333,226
24628,3,1357,600,0.028333333,226
24629,3,1357,600,0.028333333,226
24630,2,1043,313,0.28115016,437
24631,2,1201,495,0.016161616,393
24632,2,1201,495,0.016161616,393
24633,2,1201,495,0.016161616,393
24634,3,1357,600,0.028333333,226
24635,5,1043,313,0.28115016,437
24636,3,1201,495,0.016161616,393
24637,2,1201,495,0.016161616,393
24638,2,1201,495,0.016161616,393
24639,2,1201,495,0.016161616,393
24640,2,534,349,0.200573066,235
24641,2,2196,580,0.077586207,915
24642,2,2196,580,0.077586207,915
24643,2,2196,580,0.077586207,915
24644,2,2196,580,0.077586207,915
24645,2,2196,580,0.077586207,915
24646,2,2196,580,0.077586207,915
24647,2,2196,580,0.077586207,915
24648,2,2196,580,0.077586207,915
24649,2,2196,580,0.077586207,915
24650,4,2196,580,0.077586207,915
24651,2,2196,580,0.077586207,915
24652,3,2196,580,0.077586207,915
24653,3,1352,406,0,34
24654,2,1043,313,0.28115016,437
24655,3,1201,495,0.016161616,393
24656,2,1201,495,0.016161616,393
24657,2,1201,495,0.016161616,393
24658,2,1201,495,0.016161616,393
24659,2,1201,495,0.016161616,393
24660,2,1201,495,0.016161616,393
24661,2,1201,495,0.016161616,393
24662,2,1201,495,0.016161616,393
24663,2,1201,495,0.016161616,393
24664,2,1043,313,0.28115016,437
24665,2,1201,495,0.016161616,393
24666,2,1201,495,0.016161616,393
24667,2,1201,495,0.016161616,393
24668,4,2196,580,0.077586207,915
24669,2,2196,580,0.077586207,915
24670,2,2196,580,0.077586207,915
24671,2,2196,580,0.077586207,915
24672,2,2196,580,0.077586207,915
24673,2,2196,580,0.077586207,915
24674,2,2196,580,0.077586207,915
24675,2,2196,580,0.077586207,915
24676,2,2196,580,0.077586207,915
24677,2,2196,580,0.077586207,915
24678,3,2196,580,0.077586207,915
24679,4,534,349,0.200573066,235
24680,2,1201,495,0.016161616,393
24681,4,1043,313,0.28115016,437
24682,2,1201,495,0.016161616,393
24683,2,1201,495,0.016161616,393
24684,2,1201,495,0.016161616,393
24685,4,1043,313,0.28115016,437
24686,4,1043,313,0.28115016,437
24687,2,1043,313,0.28115016,437
24688,4,1043,313,0.28115016,437
24689,4,1043,313,0.28115016,437
24690,5,1043,313,0.28115016,437
24691,2,1043,313,0.28115016,437
24692,2,1043,313,0.28115016,437
24693,2,1043,313,0.28115016,437
24694,4,1043,313,0.28115016,437
24695,4,1043,313,0.28115016,437
24696,2,1043,313,0.28115016,437
24697,2,1043,313,0.28115016,437
24698,2,1043,313,0.28115016,437
24699,2,1043,313,0.28115016,437
24700,2,1043,313,0.28115016,437
24701,2,534,349,0.200573066,235
24702,2,1043,313,0.28115016,437
24703,2,1043,313,0.28115016,437
24704,4,534,349,0.200573066,235
24705,4,534,349,0.200573066,235
24706,4,534,349,0.200573066,235
24707,2,534,349,0.200573066,235
24708,2,1043,313,0.28115016,437
24709,2,534,349,0.200573066,235
24710,2,487,211,0.17535545,152
24711,4,534,349,0.200573066,235
24712,2,487,211,0.17535545,152
24713,2,487,211,0.17535545,152
24714,2,487,211,0.17535545,152
24715,2,534,349,0.200573066,235
24716,2,534,349,0.200573066,235
24717,2,487,211,0.17535545,152
24718,2,487,211,0.17535545,152
24719,2,487,211,0.17535545,152
24720,2,487,211,0.17535545,152
24721,4,534,349,0.200573066,235
24722,2,1201,495,0.016161616,393
24723,2,1201,495,0.016161616,393
24724,2,1201,495,0.016161616,393
24725,2,1201,495,0.016161616,393
24726,2,1201,495,0.016161616,393
24727,2,1201,495,0.016161616,393
24728,2,1201,495,0.016161616,393
24729,2,1201,495,0.016161616,393
24730,2,2196,580,0.077586207,915
24731,2,2196,580,0.077586207,915
24732,2,2196,580,0.077586207,915
24733,2,2196,580,0.077586207,915
24734,2,2196,580,0.077586207,915
24735,2,2196,580,0.077586207,915
24736,2,2196,580,0.077586207,915
24737,2,2196,580,0.077586207,915
24738,2,868,477,0.050314465,30
24739,2,868,477,0.050314465,30
24740,2,868,477,0.050314465,30
24741,2,1357,600,0.028333333,226
24742,2,1201,495,0.016161616,393
24743,2,1201,495,0.016161616,393
24744,2,1201,495,0.016161616,393
24745,3,1201,495,0.016161616,393
24746,3,1201,495,0.016161616,393
24747,2,1201,495,0.016161616,393
24748,2,1201,495,0.016161616,393
24749,2,1201,495,0.016161616,393
24750,2,1201,495,0.016161616,393
24751,2,2196,580,0.077586207,915
24752,3,2196,580,0.077586207,915
24753,3,2196,580,0.077586207,915
24754,2,2196,580,0.077586207,915
24755,3,2196,580,0.077586207,915
24756,3,2196,580,0.077586207,915
24757,2,2196,580,0.077586207,915
24758,2,2196,580,0.077586207,915
24759,2,868,477,0.050314465,30
24760,3,2196,580,0.077586207,915
24761,3,1357,600,0.028333333,226
24762,2,2196,580,0.077586207,915
24763,2,2196,580,0.077586207,915
24764,3,868,477,0.050314465,30
24765,3,1201,495,0.016161616,393
24766,2,1201,495,0.016161616,393
24767,2,1201,495,0.016161616,393
24768,2,1201,495,0.016161616,393
24769,2,1201,495,0.016161616,393
24770,2,2196,580,0.077586207,915
24771,2,2196,580,0.077586207,915
24772,2,2196,580,0.077586207,915
24773,2,2196,580,0.077586207,915
24774,2,1201,495,0.016161616,393
24775,2,1201,495,0.016161616,393
24776,2,1201,495,0.016161616,393
24777,2,1201,495,0.016161616,393
24778,3,1201,495,0.016161616,393
24779,2,1201,495,0.016161616,393
24780,2,1201,495,0.016161616,393
24781,2,1201,495,0.016161616,393
24782,2,1201,495,0.016161616,393
24783,2,1201,495,0.016161616,393
24784,3,1357,600,0.028333333,226
24785,2,2196,580,0.077586207,915
24786,2,2196,580,0.077586207,915
24787,3,868,477,0.050314465,30
24788,2,1201,495,0.016161616,393
24789,2,2196,580,0.077586207,915
24790,2,2196,580,0.077586207,915
24791,2,2196,580,0.077586207,915
24792,2,1201,495,0.016161616,393
24793,2,1201,495,0.016161616,393
24794,2,1201,495,0.016161616,393
24795,2,1201,495,0.016161616,393
24796,3,1357,600,0.028333333,226
24797,2,2196,580,0.077586207,915
24798,2,2196,580,0.077586207,915
24799,3,868,477,0.050314465,30
24800,2,1201,495,0.016161616,393
24801,2,2196,580,0.077586207,915
24802,2,2196,580,0.077586207,915
24803,2,2196,580,0.077586207,915
24804,2,1201,495,0.016161616,393
24805,2,1201,495,0.016161616,393
24806,2,1201,495,0.016161616,393
24807,2,1201,495,0.016161616,393
24808,2,1201,495,0.016161616,393
24809,2,1201,495,0.016161616,393
24810,2,2196,580,0.077586207,915
24811,2,2196,580,0.077586207,915
24812,3,868,477,0.050314465,30
24813,3,1357,600,0.028333333,226
24814,2,1201,495,0.016161616,393
24815,2,2196,580,0.077586207,915
24816,2,2196,580,0.077586207,915
24817,2,2196,580,0.077586207,915
24818,3,1357,600,0.028333333,226
24819,3,1357,600,0.028333333,226
24820,3,1201,495,0.016161616,393
24821,3,1201,495,0.016161616,393
24822,3,965,379,0.044854881,101
24823,3,965,379,0.044854881,101
24824,3,965,379,0.044854881,101
24825,3,965,379,0.044854881,101
24826,3,965,379,0.044854881,101
24827,3,858,386,0.07253886,88
24828,3,858,386,0.07253886,88
24829,3,858,386,0.07253886,88
24830,3,858,386,0.07253886,88
24831,2,858,386,0.07253886,88
24832,3,1352,406,0,34
24833,3,1352,406,0,34
24834,3,1352,406,0,34
24835,3,1352,406,0,34
24836,3,1352,406,0,34
24837,3,694,244,0,2
24838,3,868,477,0.050314465,30
24839,3,868,477,0.050314465,30
24840,2,1201,495,0.016161616,393
24841,2,1201,495,0.016161616,393
24842,2,1201,495,0.016161616,393
24843,2,1201,495,0.016161616,393
24844,4,1201,495,0.016161616,393
24845,4,1201,495,0.016161616,393
24846,4,1201,495,0.016161616,393
24847,3,1352,406,0,34
24848,4,2196,580,0.077586207,915
24849,3,2196,580,0.077586207,915
24850,2,2196,580,0.077586207,915
24851,3,2196,580,0.077586207,915
24852,3,2196,580,0.077586207,915
24853,1,1201,495,0.016161616,393
24854,2,1201,495,0.016161616,393
24855,2,1201,495,0.016161616,393
24856,2,1201,495,0.016161616,393
24857,2,1201,495,0.016161616,393
24858,2,1201,495,0.016161616,393
24859,2,1201,495,0.016161616,393
24860,2,1201,495,0.016161616,393
24861,2,1201,495,0.016161616,393
24862,2,1201,495,0.016161616,393
24863,2,1201,495,0.016161616,393
24864,2,1201,495,0.016161616,393
24865,2,1201,495,0.016161616,393
24866,2,1201,495,0.016161616,393
24867,2,1201,495,0.016161616,393
24868,2,534,349,0.200573066,235
24869,4,534,349,0.200573066,235
24870,2,2196,580,0.077586207,915
24871,2,2196,580,0.077586207,915
24872,2,2196,580,0.077586207,915
24873,3,2196,580,0.077586207,915
24874,2,2196,580,0.077586207,915
24875,2,2196,580,0.077586207,915
24876,2,2196,580,0.077586207,915
24877,2,2196,580,0.077586207,915
24878,2,2196,580,0.077586207,915
24879,2,2196,580,0.077586207,915
24880,3,2196,580,0.077586207,915
24881,2,2196,580,0.077586207,915
24882,2,1201,495,0.016161616,393
24883,2,1201,495,0.016161616,393
24884,2,1201,495,0.016161616,393
24885,2,1201,495,0.016161616,393
24886,2,1201,495,0.016161616,393
24887,2,1201,495,0.016161616,393
24888,2,2196,580,0.077586207,915
24889,2,2196,580,0.077586207,915
24890,2,2196,580,0.077586207,915
24891,4,2196,580,0.077586207,915
24892,2,2196,580,0.077586207,915
24893,4,534,349,0.200573066,235
24894,3,1352,406,0,34
24895,2,2196,580,0.077586207,915
24896,2,1201,495,0.016161616,393
24897,2,1201,495,0.016161616,393
24898,2,2196,580,0.077586207,915
24899,2,2196,580,0.077586207,915
24900,2,2196,580,0.077586207,915
24901,2,2196,580,0.077586207,915
24902,2,2196,580,0.077586207,915
24903,2,2196,580,0.077586207,915
24904,2,2196,580,0.077586207,915
24905,2,2196,580,0.077586207,915
24906,2,1201,495,0.016161616,393
24907,2,1201,495,0.016161616,393
24908,2,2196,580,0.077586207,915
24909,2,2196,580,0.077586207,915
24910,3,2196,580,0.077586207,915
24911,2,1201,495,0.016161616,393
24912,2,1201,495,0.016161616,393
24913,2,2196,580,0.077586207,915
24914,4,2196,580,0.077586207,915
24915,2,2196,580,0.077586207,915
24916,3,2196,580,0.077586207,915
24917,2,2196,580,0.077586207,915
24918,2,2196,580,0.077586207,915
24919,3,868,477,0.050314465,30
24920,2,2196,580,0.077586207,915
24921,3,868,477,0.050314465,30
24922,2,2196,580,0.077586207,915
24923,3,868,477,0.050314465,30
24924,2,2196,580,0.077586207,915
24925,2,2196,580,0.077586207,915
24926,2,2196,580,0.077586207,915
24927,2,2196,580,0.077586207,915
24928,2,2196,580,0.077586207,915
24929,2,2196,580,0.077586207,915
24930,2,868,477,0.050314465,30
24931,2,868,477,0.050314465,30
24932,3,868,477,0.050314465,30
24933,3,1352,406,0,34
24934,2,2196,580,0.077586207,915
24935,3,868,477,0.050314465,30
24936,4,2196,580,0.077586207,915
24937,2,2196,580,0.077586207,915
24938,2,2196,580,0.077586207,915
24939,2,2196,580,0.077586207,915
24940,2,868,477,0.050314465,30
24941,2,868,477,0.050314465,30
24942,2,868,477,0.050314465,30
24943,3,1201,495,0.016161616,393
24944,2,2196,580,0.077586207,915
24945,2,2196,580,0.077586207,915
24946,2,868,477,0.050314465,30
24947,2,868,477,0.050314465,30
24948,2,868,477,0.050314465,30
24949,2,1201,495,0.016161616,393
24950,3,1201,495,0.016161616,393
24951,2,1201,495,0.016161616,393
24952,4,2196,580,0.077586207,915
24953,2,2196,580,0.077586207,915
24954,2,2196,580,0.077586207,915
24955,2,2196,580,0.077586207,915
24956,2,2196,580,0.077586207,915
24957,2,1201,495,0.016161616,393
24958,2,2196,580,0.077586207,915
24959,2,868,477,0.050314465,30
24960,3,1201,495,0.016161616,393
24961,2,1201,495,0.016161616,393
24962,2,1201,495,0.016161616,393
24963,2,1201,495,0.016161616,393
24964,2,1201,495,0.016161616,393
24965,2,1201,495,0.016161616,393
24966,2,1201,495,0.016161616,393
24967,2,2196,580,0.077586207,915
24968,2,2196,580,0.077586207,915
24969,2,2196,580,0.077586207,915
24970,2,2196,580,0.077586207,915
24971,2,2196,580,0.077586207,915
24972,2,2196,580,0.077586207,915
24973,2,2196,580,0.077586207,915
24974,2,2196,580,0.077586207,915
24975,2,2196,580,0.077586207,915
24976,2,2196,580,0.077586207,915
24977,2,2196,580,0.077586207,915
24978,2,2196,580,0.077586207,915
24979,2,2196,580,0.077586207,915
24980,2,2196,580,0.077586207,915
24981,2,2196,580,0.077586207,915
24982,2,2196,580,0.077586207,915
24983,2,2196,580,0.077586207,915
24984,2,2196,580,0.077586207,915
24985,3,2196,580,0.077586207,915
24986,2,2196,580,0.077586207,915
24987,2,2196,580,0.077586207,915
24988,2,2196,580,0.077586207,915
24989,2,2196,580,0.077586207,915
24990,3,2196,580,0.077586207,915
24991,2,2196,580,0.077586207,915
24992,2,2196,580,0.077586207,915
24993,2,2196,580,0.077586207,915
24994,2,2196,580,0.077586207,915
24995,2,2196,580,0.077586207,915
24996,2,1201,495,0.016161616,393
24997,2,1201,495,0.016161616,393
24998,2,534,349,0.200573066,235
24999,2,1201,495,0.016161616,393
25000,2,2196,580,0.077586207,915
25001,2,2196,580,0.077586207,915
25002,2,2196,580,0.077586207,915
25003,3,1201,495,0.016161616,393
25004,2,2196,580,0.077586207,915
25005,2,2196,580,0.077586207,915
25006,2,2196,580,0.077586207,915
25007,3,2196,580,0.077586207,915
25008,3,1201,495,0.016161616,393
25009,3,1201,495,0.016161616,393
25010,3,1201,495,0.016161616,393
25011,2,1201,495,0.016161616,393
25012,2,1201,495,0.016161616,393
25013,2,1201,495,0.016161616,393
25014,2,1201,495,0.016161616,393
25015,2,1201,495,0.016161616,393
25016,2,1201,495,0.016161616,393
25017,2,1201,495,0.016161616,393
25018,2,1201,495,0.016161616,393
25019,2,1201,495,0.016161616,393
25020,2,1201,495,0.016161616,393
25021,2,1201,495,0.016161616,393
25022,2,1201,495,0.016161616,393
25023,4,1201,495,0.016161616,393
25024,2,1201,495,0.016161616,393
25025,2,1201,495,0.016161616,393
25026,2,2196,580,0.077586207,915
25027,2,2196,580,0.077586207,915
25028,2,2196,580,0.077586207,915
25029,2,2196,580,0.077586207,915
25030,2,2196,580,0.077586207,915
25031,2,2196,580,0.077586207,915
25032,2,2196,580,0.077586207,915
25033,2,868,477,0.050314465,30
25034,2,868,477,0.050314465,30
25035,2,2196,580,0.077586207,915
25036,3,2196,580,0.077586207,915
25037,3,2196,580,0.077586207,915
25038,3,2196,580,0.077586207,915
25039,3,2196,580,0.077586207,915
25040,2,2196,580,0.077586207,915
25041,2,1357,600,0.028333333,226
25042,2,1201,495,0.016161616,393
25043,2,2196,580,0.077586207,915
25044,3,1357,600,0.028333333,226
25045,3,1357,600,0.028333333,226
25046,3,1201,495,0.016161616,393
25047,2,1201,495,0.016161616,393
25048,2,1201,495,0.016161616,393
25049,2,1201,495,0.016161616,393
25050,2,1201,495,0.016161616,393
25051,2,868,477,0.050314465,30
25052,2,868,477,0.050314465,30
25053,3,868,477,0.050314465,30
25054,3,1201,495,0.016161616,393
25055,2,2196,580,0.077586207,915
25056,2,2196,580,0.077586207,915
25057,3,2196,580,0.077586207,915
25058,4,1201,495,0.016161616,393
25059,2,1201,495,0.016161616,393
25060,2,1201,495,0.016161616,393
25061,2,1201,495,0.016161616,393
25062,2,2196,580,0.077586207,915
25063,2,2196,580,0.077586207,915
25064,2,2196,580,0.077586207,915
25065,2,2196,580,0.077586207,915
25066,2,2196,580,0.077586207,915
25067,2,2196,580,0.077586207,915
25068,2,2196,580,0.077586207,915
25069,2,2196,580,0.077586207,915
25070,2,2196,580,0.077586207,915
25071,3,1352,406,0,34
25072,3,694,244,0,2
25073,3,694,244,0,2
25074,3,694,244,0,2
25075,3,868,477,0.050314465,30
25076,3,1352,406,0,34
25077,3,1352,406,0,34
25078,3,959,461,0,74
25079,3,959,461,0,74
25080,3,959,461,0,74
25081,3,959,461,0,74
25082,3,959,461,0,74
25083,3,959,461,0,74
25084,3,959,461,0,74
25085,3,1352,406,0,34
25086,3,694,244,0,2
25087,3,694,244,0,2
25088,3,694,244,0,2
25089,3,694,244,0,2
25090,2,965,379,0.044854881,101
25091,2,965,379,0.044854881,101
25092,2,965,379,0.044854881,101
25093,2,965,379,0.044854881,101
25094,2,965,379,0.044854881,101
25095,2,965,379,0.044854881,101
25096,2,965,379,0.044854881,101
25097,2,965,379,0.044854881,101
25098,2,965,379,0.044854881,101
25099,2,965,379,0.044854881,101
25100,2,965,379,0.044854881,101
25101,2,965,379,0.044854881,101
25102,2,965,379,0.044854881,101
25103,2,965,379,0.044854881,101
25104,2,965,379,0.044854881,101
25105,3,1352,406,0,34
25106,2,1352,406,0,34
25107,2,1352,406,0,34
25108,2,1352,406,0,34
25109,2,1352,406,0,34
25110,3,880,363,0.024793388,242
25111,2,1352,406,0,34
25112,2,1352,406,0,34
25113,2,959,461,0,74
25114,2,959,461,0,74
25115,2,959,461,0,74
25116,3,1352,406,0,34
25117,3,880,363,0.024793388,242
25118,2,959,461,0,74
25119,2,959,461,0,74
25120,2,694,244,0,2
25121,2,694,244,0,2
25122,2,694,244,0,2
25123,2,694,244,0,2
25124,2,1352,406,0,34
25125,2,858,386,0.07253886,88
25126,2,858,386,0.07253886,88
25127,2,858,386,0.07253886,88
25128,2,858,386,0.07253886,88
25129,2,858,386,0.07253886,88
25130,2,858,386,0.07253886,88
25131,2,858,386,0.07253886,88
25132,2,858,386,0.07253886,88
25133,2,858,386,0.07253886,88
25134,2,858,386,0.07253886,88
25135,2,858,386,0.07253886,88
25136,2,858,386,0.07253886,88
25137,2,1166,493,0.087221095,68
25138,2,959,461,0,74
25139,2,959,461,0,74
25140,2,965,379,0.044854881,101
25141,2,965,379,0.044854881,101
25142,2,965,379,0.044854881,101
25143,2,965,379,0.044854881,101
25144,2,965,379,0.044854881,101
25145,2,965,379,0.044854881,101
25146,5,965,379,0.044854881,101
25147,3,2196,580,0.077586207,915
25148,3,959,461,0,74
25149,3,880,363,0.024793388,242
25150,3,880,363,0.024793388,242
25151,2,880,363,0.024793388,242
25152,2,880,363,0.024793388,242
25153,3,880,363,0.024793388,242
25154,2,880,363,0.024793388,242
25155,2,880,363,0.024793388,242
25156,3,880,363,0.024793388,242
25157,2,1166,493,0.087221095,68
25158,5,1166,493,0.087221095,68
25159,5,1166,493,0.087221095,68
25160,5,1166,493,0.087221095,68
25161,2,1166,493,0.087221095,68
25162,2,1166,493,0.087221095,68
25163,2,1166,493,0.087221095,68
25164,2,1166,493,0.087221095,68
25165,2,1166,493,0.087221095,68
25166,2,1166,493,0.087221095,68
25167,2,1166,493,0.087221095,68
25168,2,1166,493,0.087221095,68
25169,2,1166,493,0.087221095,68
25170,2,1166,493,0.087221095,68
25171,5,1166,493,0.087221095,68
25172,2,1166,493,0.087221095,68
25173,2,1166,493,0.087221095,68
25174,6,1166,493,0.087221095,68
25175,3,1749,680,0,475
25176,3,1749,680,0,475
25177,3,2740,1221,0.050778051,196
25178,3,965,379,0.044854881,101
25179,6,965,379,0.044854881,101
25180,2,965,379,0.044854881,101
25181,2,965,379,0.044854881,101
25182,5,965,379,0.044854881,101
25183,2,965,379,0.044854881,101
25184,2,965,379,0.044854881,101
25185,2,965,379,0.044854881,101
25186,2,965,379,0.044854881,101
25187,2,965,379,0.044854881,101
25188,2,858,386,0.07253886,88
25189,2,858,386,0.07253886,88
25190,2,858,386,0.07253886,88
25191,2,858,386,0.07253886,88
25192,2,858,386,0.07253886,88
25193,5,858,386,0.07253886,88
25194,2,858,386,0.07253886,88
25195,2,858,386,0.07253886,88
25196,3,1352,406,0,34
25197,2,1352,406,0,34
25198,2,1352,406,0,34
25199,3,1352,406,0,34
25200,2,1352,406,0,34
25201,3,1352,406,0,34
25202,3,959,461,0,74
25203,2,959,461,0,74
25204,3,959,461,0,74
25205,3,959,461,0,74
25206,3,959,461,0,74
25207,3,959,461,0,74
25208,3,880,363,0.024793388,242
25209,3,880,363,0.024793388,242
25210,3,880,363,0.024793388,242
25211,2,880,363,0.024793388,242
25212,3,880,363,0.024793388,242
25213,3,880,363,0.024793388,242
25214,2,858,386,0.07253886,88
25215,5,858,386,0.07253886,88
25216,3,1352,406,0,34
25217,3,880,363,0.024793388,242
25218,3,880,363,0.024793388,242
25219,3,959,461,0,74
25220,3,1352,406,0,34
25221,3,880,363,0.024793388,242
25222,3,880,363,0.024793388,242
25223,2,959,461,0,74
25224,3,1352,406,0,34
25225,2,880,363,0.024793388,242
25226,3,1201,495,0.016161616,393
25227,3,965,379,0.044854881,101
25228,3,965,379,0.044854881,101
25229,3,965,379,0.044854881,101
25230,3,965,379,0.044854881,101
25231,3,965,379,0.044854881,101
25232,3,2740,1221,0.050778051,196
25233,3,965,379,0.044854881,101
25234,3,965,379,0.044854881,101
25235,3,965,379,0.044854881,101
25236,3,965,379,0.044854881,101
25237,3,965,379,0.044854881,101
25238,3,965,379,0.044854881,101
25239,6,965,379,0.044854881,101
25240,3,965,379,0.044854881,101
25241,3,1357,600,0.028333333,226
25242,3,2740,1221,0.050778051,196
25243,3,2740,1221,0.050778051,196
25244,3,2740,1221,0.050778051,196
25245,3,2740,1221,0.050778051,196
25246,3,2740,1221,0.050778051,196
25247,3,2740,1221,0.050778051,196
25248,3,2740,1221,0.050778051,196
25249,3,2740,1221,0.050778051,196
25250,2,1352,406,0,34
25251,5,880,363,0.024793388,242
25252,3,959,461,0,74
25253,3,959,461,0,74
25254,3,959,461,0,74
25255,3,959,461,0,74
25256,3,959,461,0,74
25257,3,1352,406,0,34
25258,3,1352,406,0,34
25259,3,694,244,0,2
25260,3,694,244,0,2
25261,3,694,244,0,2
25262,3,868,477,0.050314465,30
25263,2,858,386,0.07253886,88
25264,2,858,386,0.07253886,88
25265,2,1166,493,0.087221095,68
25266,2,1166,493,0.087221095,68
25267,2,858,386,0.07253886,88
25268,2,858,386,0.07253886,88
25269,2,965,379,0.044854881,101
25270,2,965,379,0.044854881,101
25271,2,965,379,0.044854881,101
25272,5,965,379,0.044854881,101
25273,2,965,379,0.044854881,101
