TARGET_FID,Number_of_lanes,"Population,_2018","Households_(occupied_housing_units),_2018","Percent_of_zero-car_households_in_CBG,_2018","Total_employment,_2017"
57398,2,2085,1085,0.049769585,1108
57399,2,2271,1090,0.093577982,1171
57400,2,2271,1090,0.093577982,1171
57401,2,2271,1090,0.093577982,1171
57402,2,2271,1090,0.093577982,1171
57403,2,2271,1090,0.093577982,1171
57404,2,2271,1090,0.093577982,1171
57405,2,2271,1090,0.093577982,1171
57406,2,2271,1090,0.093577982,1171
57407,2,2271,1090,0.093577982,1171
57408,2,2271,1090,0.093577982,1171
57409,2,2271,1090,0.093577982,1171
57410,2,2271,1090,0.093577982,1171
57411,2,2271,1090,0.093577982,1171
57412,2,2271,1090,0.093577982,1171
57413,2,2271,1090,0.093577982,1171
57414,2,2271,1090,0.093577982,1171
57415,2,2271,1090,0.093577982,1171
57416,2,2271,1090,0.093577982,1171
57417,4,2271,1090,0.093577982,1171
57418,2,2271,1090,0.093577982,1171
57419,4,2271,1090,0.093577982,1171
57420,2,2271,1090,0.093577982,1171
57421,4,2271,1090,0.093577982,1171
57422,2,2271,1090,0.093577982,1171
57423,2,2271,1090,0.093577982,1171
57424,4,2271,1090,0.093577982,1171
57425,2,2271,1090,0.093577982,1171
57426,2,2271,1090,0.093577982,1171
57427,2,2271,1090,0.093577982,1171
57428,2,2271,1090,0.093577982,1171
57429,4,2271,1090,0.093577982,1171
57430,2,2271,1090,0.093577982,1171
57431,2,2271,1090,0.093577982,1171
57432,2,2271,1090,0.093577982,1171
57433,2,2271,1090,0.093577982,1171
57434,2,2271,1090,0.093577982,1171
57435,2,2271,1090,0.093577982,1171
57436,2,2271,1090,0.093577982,1171
57437,2,2271,1090,0.093577982,1171
57438,2,2085,1085,0.049769585,1108
57439,2,2271,1090,0.093577982,1171
57440,2,2271,1090,0.093577982,1171
57441,2,2271,1090,0.093577982,1171
57442,2,2271,1090,0.093577982,1171
57443,2,2271,1090,0.093577982,1171
57444,2,2271,1090,0.093577982,1171
57445,2,2271,1090,0.093577982,1171
57446,2,2271,1090,0.093577982,1171
57447,2,2271,1090,0.093577982,1171
57448,2,2271,1090,0.093577982,1171
57449,2,2271,1090,0.093577982,1171
57450,2,2271,1090,0.093577982,1171
57451,2,2271,1090,0.093577982,1171
57452,2,2271,1090,0.093577982,1171
57453,2,2271,1090,0.093577982,1171
57454,2,2271,1090,0.093577982,1171
57455,2,2271,1090,0.093577982,1171
57456,2,2271,1090,0.093577982,1171
57457,4,2271,1090,0.093577982,1171
57458,2,2271,1090,0.093577982,1171
57459,2,2271,1090,0.093577982,1171
57460,2,2271,1090,0.093577982,1171
57461,2,2271,1090,0.093577982,1171
57462,4,2271,1090,0.093577982,1171
57463,2,2271,1090,0.093577982,1171
57464,2,2271,1090,0.093577982,1171
57465,2,2271,1090,0.093577982,1171
57466,2,2271,1090,0.093577982,1171
57467,2,2271,1090,0.093577982,1171
57468,2,2271,1090,0.093577982,1171
57469,2,2271,1090,0.093577982,1171
57470,2,2271,1090,0.093577982,1171
57471,2,2271,1090,0.093577982,1171
57472,2,2271,1090,0.093577982,1171
57473,2,2271,1090,0.093577982,1171
57474,2,2271,1090,0.093577982,1171
57475,2,2271,1090,0.093577982,1171
57476,2,2271,1090,0.093577982,1171
57477,2,2271,1090,0.093577982,1171
57478,2,2271,1090,0.093577982,1171
57479,2,2271,1090,0.093577982,1171
57480,2,2271,1090,0.093577982,1171
57481,2,2271,1090,0.093577982,1171
57482,1,2085,1085,0.049769585,1108
57483,6,2085,1085,0.049769585,1108
57484,2,2085,1085,0.049769585,1108
57485,6,2085,1085,0.049769585,1108
57486,6,2085,1085,0.049769585,1108
57487,2,900,420,0.019047619,565
57488,2,900,420,0.019047619,565
57489,2,900,420,0.019047619,565
57490,6,2085,1085,0.049769585,1108
57491,2,2271,1090,0.093577982,1171
57492,4,2271,1090,0.093577982,1171
57493,2,2271,1090,0.093577982,1171
57494,2,2271,1090,0.093577982,1171
57495,2,2271,1090,0.093577982,1171
57496,2,2271,1090,0.093577982,1171
57497,2,2271,1090,0.093577982,1171
57498,2,2271,1090,0.093577982,1171
57499,2,2271,1090,0.093577982,1171
57500,2,2271,1090,0.093577982,1171
57501,2,2271,1090,0.093577982,1171
57502,2,2271,1090,0.093577982,1171
57503,2,2271,1090,0.093577982,1171
57504,2,2271,1090,0.093577982,1171
57505,2,2271,1090,0.093577982,1171
57506,2,2271,1090,0.093577982,1171
57507,2,2271,1090,0.093577982,1171
57508,2,2271,1090,0.093577982,1171
57509,2,1451,647,0.017001546,499
57510,4,2271,1090,0.093577982,1171
57511,2,2271,1090,0.093577982,1171
57512,4,2271,1090,0.093577982,1171
57513,4,2271,1090,0.093577982,1171
57514,2,2271,1090,0.093577982,1171
57515,2,2271,1090,0.093577982,1171
57516,4,2271,1090,0.093577982,1171
57517,4,2271,1090,0.093577982,1171
57518,4,2271,1090,0.093577982,1171
57519,4,2271,1090,0.093577982,1171
57520,4,2271,1090,0.093577982,1171
57521,4,2271,1090,0.093577982,1171
57522,4,2271,1090,0.093577982,1171
57523,4,2271,1090,0.093577982,1171
57524,4,2271,1090,0.093577982,1171
57525,4,2271,1090,0.093577982,1171
57526,4,2271,1090,0.093577982,1171
57527,2,2271,1090,0.093577982,1171
57528,2,2271,1090,0.093577982,1171
57529,2,2271,1090,0.093577982,1171
57530,4,2271,1090,0.093577982,1171
57531,4,2271,1090,0.093577982,1171
57532,4,2271,1090,0.093577982,1171
57533,4,2271,1090,0.093577982,1171
57534,4,2271,1090,0.093577982,1171
57535,4,2271,1090,0.093577982,1171
57536,4,2271,1090,0.093577982,1171
57537,4,2271,1090,0.093577982,1171
57538,4,2271,1090,0.093577982,1171
57539,2,2271,1090,0.093577982,1171
57540,4,2271,1090,0.093577982,1171
57541,4,2271,1090,0.093577982,1171
57542,2,2271,1090,0.093577982,1171
57543,2,930,303,0,57
57544,4,2271,1090,0.093577982,1171
57545,2,2271,1090,0.093577982,1171
57546,2,2271,1090,0.093577982,1171
57547,2,2271,1090,0.093577982,1171
57548,2,2271,1090,0.093577982,1171
57549,2,2271,1090,0.093577982,1171
57550,2,2271,1090,0.093577982,1171
57551,2,2271,1090,0.093577982,1171
57552,2,2271,1090,0.093577982,1171
57553,2,2271,1090,0.093577982,1171
57554,2,2271,1090,0.093577982,1171
57555,2,2271,1090,0.093577982,1171
57556,2,2271,1090,0.093577982,1171
57557,2,2271,1090,0.093577982,1171
57558,2,2271,1090,0.093577982,1171
57559,2,2271,1090,0.093577982,1171
57560,2,2271,1090,0.093577982,1171
57561,2,2271,1090,0.093577982,1171
57562,2,2085,1085,0.049769585,1108
57563,2,2085,1085,0.049769585,1108
57564,2,2085,1085,0.049769585,1108
57565,2,2085,1085,0.049769585,1108
57566,4,2085,1085,0.049769585,1108
57567,2,2085,1085,0.049769585,1108
57568,2,2085,1085,0.049769585,1108
57569,2,2085,1085,0.049769585,1108
57570,6,2085,1085,0.049769585,1108
57571,2,2085,1085,0.049769585,1108
57572,3,4443,1813,0.036955323,791
57573,2,4443,1813,0.036955323,791
57574,2,2085,1085,0.049769585,1108
57575,6,2085,1085,0.049769585,1108
57576,6,2085,1085,0.049769585,1108
57577,2,2085,1085,0.049769585,1108
57578,2,2085,1085,0.049769585,1108
57579,2,2085,1085,0.049769585,1108
57580,2,2085,1085,0.049769585,1108
57581,2,2085,1085,0.049769585,1108
57582,2,2085,1085,0.049769585,1108
57583,6,2994,1395,0.170609319,660
57584,6,2085,1085,0.049769585,1108
57585,6,2085,1085,0.049769585,1108
57586,6,2085,1085,0.049769585,1108
57587,2,2085,1085,0.049769585,1108
57588,6,2085,1085,0.049769585,1108
57589,6,2085,1085,0.049769585,1108
57590,2,2085,1085,0.049769585,1108
57591,2,2085,1085,0.049769585,1108
57592,2,2085,1085,0.049769585,1108
57593,2,2085,1085,0.049769585,1108
57594,2,2085,1085,0.049769585,1108
57595,2,2085,1085,0.049769585,1108
57596,4,2271,1090,0.093577982,1171
57597,2,2271,1090,0.093577982,1171
57598,2,2271,1090,0.093577982,1171
57599,2,2271,1090,0.093577982,1171
57600,2,2271,1090,0.093577982,1171
57601,4,2271,1090,0.093577982,1171
57602,2,1451,647,0.017001546,499
57603,2,2271,1090,0.093577982,1171
57604,2,2271,1090,0.093577982,1171
57605,2,2271,1090,0.093577982,1171
57606,2,2271,1090,0.093577982,1171
57607,2,2271,1090,0.093577982,1171
57608,2,2271,1090,0.093577982,1171
57609,2,2271,1090,0.093577982,1171
57610,2,2271,1090,0.093577982,1171
57611,2,2271,1090,0.093577982,1171
57612,2,2271,1090,0.093577982,1171
57613,2,2271,1090,0.093577982,1171
57614,6,2085,1085,0.049769585,1108
57615,2,2271,1090,0.093577982,1171
57616,4,2271,1090,0.093577982,1171
57617,2,2271,1090,0.093577982,1171
57618,6,2085,1085,0.049769585,1108
57619,4,2271,1090,0.093577982,1171
57620,2,2420,941,0,80
57621,2,2420,941,0,80
57622,2,2420,941,0,80
57623,2,2420,941,0,80
57624,2,2420,941,0,80
57625,2,2085,1085,0.049769585,1108
57626,2,2420,941,0,80
57627,2,2420,941,0,80
57628,3,2085,1085,0.049769585,1108
57629,3,2085,1085,0.049769585,1108
57630,3,2420,941,0,80
57631,2,2420,941,0,80
57632,2,2085,1085,0.049769585,1108
57633,2,2085,1085,0.049769585,1108
57634,2,2420,941,0,80
57635,2,2420,941,0,80
57636,2,2420,941,0,80
57637,2,2420,941,0,80
57638,2,2420,941,0,80
57639,2,2420,941,0,80
57640,2,2420,941,0,80
57641,2,2420,941,0,80
57642,2,2420,941,0,80
57643,2,2420,941,0,80
57644,2,2420,941,0,80
57645,2,2085,1085,0.049769585,1108
57646,2,2994,1395,0.170609319,660
57647,2,2085,1085,0.049769585,1108
57648,2,2675,1006,0.015904573,2428
57649,3,2420,941,0,80
57650,3,2420,941,0,80
57651,3,2420,941,0,80
57652,3,2420,941,0,80
57653,3,2420,941,0,80
57654,3,2420,941,0,80
57655,2,2420,941,0,80
57656,2,2420,941,0,80
57657,2,2420,941,0,80
57658,2,2420,941,0,80
57659,3,2085,1085,0.049769585,1108
57660,2,2085,1085,0.049769585,1108
57661,2,2085,1085,0.049769585,1108
57662,2,2085,1085,0.049769585,1108
57663,2,2085,1085,0.049769585,1108
57664,2,2085,1085,0.049769585,1108
57665,2,2085,1085,0.049769585,1108
57666,2,4443,1813,0.036955323,791
57667,2,2675,1006,0.015904573,2428
57668,2,2675,1006,0.015904573,2428
57669,2,2420,941,0,80
57670,3,2420,941,0,80
57671,2,2420,941,0,80
57672,2,2420,941,0,80
57673,2,2675,1006,0.015904573,2428
57674,2,2675,1006,0.015904573,2428
57675,3,2420,941,0,80
57676,2,2085,1085,0.049769585,1108
57677,2,2085,1085,0.049769585,1108
57678,2,2085,1085,0.049769585,1108
57679,2,2085,1085,0.049769585,1108
57680,2,2085,1085,0.049769585,1108
57681,3,2085,1085,0.049769585,1108
57682,2,2085,1085,0.049769585,1108
57683,2,2085,1085,0.049769585,1108
57684,2,2085,1085,0.049769585,1108
57685,2,4443,1813,0.036955323,791
57686,2,2085,1085,0.049769585,1108
57687,3,2085,1085,0.049769585,1108
57688,6,2085,1085,0.049769585,1108
57689,3,2085,1085,0.049769585,1108
57690,6,2085,1085,0.049769585,1108
57691,3,2085,1085,0.049769585,1108
57692,6,2085,1085,0.049769585,1108
57693,3,2994,1395,0.170609319,660
57694,2,2085,1085,0.049769585,1108
57695,2,2085,1085,0.049769585,1108
57696,6,2085,1085,0.049769585,1108
57697,6,2085,1085,0.049769585,1108
57698,2,2085,1085,0.049769585,1108
57699,2,2085,1085,0.049769585,1108
57700,2,2085,1085,0.049769585,1108
57701,3,2085,1085,0.049769585,1108
57702,3,2085,1085,0.049769585,1108
57703,3,2085,1085,0.049769585,1108
57704,3,2085,1085,0.049769585,1108
57705,2,2085,1085,0.049769585,1108
57706,2,2085,1085,0.049769585,1108
57707,2,2085,1085,0.049769585,1108
57708,2,2085,1085,0.049769585,1108
57709,2,2085,1085,0.049769585,1108
57710,2,2085,1085,0.049769585,1108
57711,2,2085,1085,0.049769585,1108
57712,2,2085,1085,0.049769585,1108
57713,2,2085,1085,0.049769585,1108
57714,2,2085,1085,0.049769585,1108
57715,2,2085,1085,0.049769585,1108
57716,2,2085,1085,0.049769585,1108
57717,3,2085,1085,0.049769585,1108
57718,3,2085,1085,0.049769585,1108
57719,3,2085,1085,0.049769585,1108
57720,2,2085,1085,0.049769585,1108
57721,1,2994,1395,0.170609319,660
57722,1,2420,941,0,80
57723,3,2994,1395,0.170609319,660
57724,1,2994,1395,0.170609319,660
57725,3,2994,1395,0.170609319,660
57726,3,2994,1395,0.170609319,660
57727,3,2994,1395,0.170609319,660
57728,3,2994,1395,0.170609319,660
57729,3,2994,1395,0.170609319,660
57730,6,2994,1395,0.170609319,660
57731,6,900,420,0.019047619,565
57732,6,2085,1085,0.049769585,1108
57733,6,2085,1085,0.049769585,1108
57734,3,2085,1085,0.049769585,1108
57735,3,2085,1085,0.049769585,1108
57736,3,2420,941,0,80
57737,3,2420,941,0,80
57738,1,2420,941,0,80
57739,3,2420,941,0,80
57740,2,2420,941,0,80
57741,2,2675,1006,0.015904573,2428
57742,2,2675,1006,0.015904573,2428
57743,2,2675,1006,0.015904573,2428
57744,2,2675,1006,0.015904573,2428
57745,1,2994,1395,0.170609319,660
57746,2,2420,941,0,80
57747,2,2420,941,0,80
57748,2,2085,1085,0.049769585,1108
57749,2,2420,941,0,80
57750,2,2420,941,0,80
57751,2,2420,941,0,80
57752,2,2420,941,0,80
57753,2,2420,941,0,80
57754,2,2420,941,0,80
57755,2,2085,1085,0.049769585,1108
57756,2,2085,1085,0.049769585,1108
57757,2,2085,1085,0.049769585,1108
57758,2,2085,1085,0.049769585,1108
57759,2,2420,941,0,80
57760,2,2420,941,0,80
57761,2,2420,941,0,80
57762,2,2420,941,0,80
57763,2,2085,1085,0.049769585,1108
57764,2,2085,1085,0.049769585,1108
57765,3,2420,941,0,80
57766,3,2085,1085,0.049769585,1108
57767,3,2085,1085,0.049769585,1108
57768,3,2085,1085,0.049769585,1108
57769,3,2085,1085,0.049769585,1108
57770,3,2085,1085,0.049769585,1108
57771,3,2085,1085,0.049769585,1108
57772,2,2085,1085,0.049769585,1108
57773,6,2085,1085,0.049769585,1108
57774,3,2085,1085,0.049769585,1108
57775,2,2085,1085,0.049769585,1108
57776,2,2085,1085,0.049769585,1108
57777,2,2420,941,0,80
57778,2,2420,941,0,80
57779,2,2085,1085,0.049769585,1108
57780,2,2085,1085,0.049769585,1108
57781,2,2085,1085,0.049769585,1108
57782,2,2085,1085,0.049769585,1108
57783,2,2085,1085,0.049769585,1108
57784,2,2085,1085,0.049769585,1108
57785,2,2085,1085,0.049769585,1108
57786,3,2085,1085,0.049769585,1108
57787,2,2085,1085,0.049769585,1108
57788,2,2085,1085,0.049769585,1108
57789,2,2085,1085,0.049769585,1108
57790,2,2420,941,0,80
57791,2,2420,941,0,80
57792,2,2420,941,0,80
57793,2,2085,1085,0.049769585,1108
57794,2,2085,1085,0.049769585,1108
57795,2,2085,1085,0.049769585,1108
57796,2,2420,941,0,80
57797,2,2085,1085,0.049769585,1108
57798,2,2420,941,0,80
57799,2,2085,1085,0.049769585,1108
57800,2,2085,1085,0.049769585,1108
57801,2,4443,1813,0.036955323,791
57802,2,4443,1813,0.036955323,791
57803,2,2085,1085,0.049769585,1108
57804,2,2085,1085,0.049769585,1108
57805,2,4443,1813,0.036955323,791
57806,2,4443,1813,0.036955323,791
57807,2,2675,1006,0.015904573,2428
57808,2,2675,1006,0.015904573,2428
57809,2,2085,1085,0.049769585,1108
57810,2,2085,1085,0.049769585,1108
57811,2,2675,1006,0.015904573,2428
57812,2,2085,1085,0.049769585,1108
57813,2,2085,1085,0.049769585,1108
57814,2,4443,1813,0.036955323,791
57815,2,4443,1813,0.036955323,791
57816,2,4443,1813,0.036955323,791
57817,2,4443,1813,0.036955323,791
57818,2,2085,1085,0.049769585,1108
57819,2,2085,1085,0.049769585,1108
57820,2,2085,1085,0.049769585,1108
57821,2,2085,1085,0.049769585,1108
57822,2,2675,1006,0.015904573,2428
57823,2,4443,1813,0.036955323,791
57824,2,2420,941,0,80
57825,2,2420,941,0,80
57826,2,2420,941,0,80
57827,2,2420,941,0,80
57828,2,2420,941,0,80
57829,2,2420,941,0,80
57830,2,2420,941,0,80
57831,2,2085,1085,0.049769585,1108
57832,2,2675,1006,0.015904573,2428
57833,2,2085,1085,0.049769585,1108
57834,2,2085,1085,0.049769585,1108
57835,2,2085,1085,0.049769585,1108
57836,2,2085,1085,0.049769585,1108
57837,3,2420,941,0,80
57838,3,2420,941,0,80
57839,3,2420,941,0,80
57840,3,2420,941,0,80
57841,2,2420,941,0,80
57842,2,2420,941,0,80
57843,2,2420,941,0,80
57844,3,2420,941,0,80
57845,2,2420,941,0,80
57846,2,2675,1006,0.015904573,2428
57847,2,2675,1006,0.015904573,2428
57848,2,2085,1085,0.049769585,1108
57849,2,4443,1813,0.036955323,791
57850,2,4443,1813,0.036955323,791
57851,2,2085,1085,0.049769585,1108
57852,2,2675,1006,0.015904573,2428
57853,2,2675,1006,0.015904573,2428
57854,2,2085,1085,0.049769585,1108
57855,3,2085,1085,0.049769585,1108
57856,2,2085,1085,0.049769585,1108
57857,2,2085,1085,0.049769585,1108
57858,2,2085,1085,0.049769585,1108
57859,2,2085,1085,0.049769585,1108
57860,2,2085,1085,0.049769585,1108
57861,2,2085,1085,0.049769585,1108
57862,2,2085,1085,0.049769585,1108
57863,2,2085,1085,0.049769585,1108
57864,2,2085,1085,0.049769585,1108
57865,2,2085,1085,0.049769585,1108
57866,2,2085,1085,0.049769585,1108
57867,2,4443,1813,0.036955323,791
57868,2,4443,1813,0.036955323,791
57869,2,2085,1085,0.049769585,1108
57870,2,2085,1085,0.049769585,1108
57871,3,2675,1006,0.015904573,2428
57872,4,2420,941,0,80
57873,2,2420,941,0,80
57874,2,2420,941,0,80
57875,2,2420,941,0,80
57876,2,2420,941,0,80
57877,2,2420,941,0,80
57878,2,2420,941,0,80
57879,2,2420,941,0,80
57880,2,2420,941,0,80
57881,2,2420,941,0,80
57882,2,2420,941,0,80
57883,2,2420,941,0,80
57884,2,2420,941,0,80
57885,3,2420,941,0,80
57886,3,2420,941,0,80
57887,2,2420,941,0,80
57888,2,2420,941,0,80
57889,2,2420,941,0,80
57890,2,2420,941,0,80
57891,3,2420,941,0,80
57892,3,2420,941,0,80
57893,2,2420,941,0,80
57894,2,2420,941,0,80
57895,2,2420,941,0,80
57896,2,2420,941,0,80
57897,2,2420,941,0,80
57898,2,2420,941,0,80
57899,2,2420,941,0,80
57900,2,2420,941,0,80
57901,2,2420,941,0,80
57902,2,2420,941,0,80
57903,2,2420,941,0,80
57904,2,2420,941,0,80
57905,2,2420,941,0,80
57906,2,2420,941,0,80
57907,2,2420,941,0,80
57908,2,2420,941,0,80
57909,2,2420,941,0,80
57910,2,2420,941,0,80
57911,2,2420,941,0,80
57912,2,2420,941,0,80
57913,2,2420,941,0,80
57914,2,2420,941,0,80
57915,2,2420,941,0,80
57916,2,4443,1813,0.036955323,791
57917,2,2085,1085,0.049769585,1108
57918,2,2085,1085,0.049769585,1108
57919,2,2085,1085,0.049769585,1108
57920,2,2085,1085,0.049769585,1108
57921,2,2085,1085,0.049769585,1108
57922,2,2085,1085,0.049769585,1108
57923,2,2085,1085,0.049769585,1108
57924,2,2085,1085,0.049769585,1108
57925,2,2085,1085,0.049769585,1108
57926,2,2085,1085,0.049769585,1108
57927,2,2085,1085,0.049769585,1108
57928,2,2085,1085,0.049769585,1108
57929,2,2085,1085,0.049769585,1108
57930,2,2085,1085,0.049769585,1108
57931,2,2085,1085,0.049769585,1108
57932,2,2085,1085,0.049769585,1108
57933,2,2085,1085,0.049769585,1108
57934,2,2085,1085,0.049769585,1108
57935,2,2085,1085,0.049769585,1108
57936,2,2085,1085,0.049769585,1108
57937,2,2085,1085,0.049769585,1108
57938,2,2085,1085,0.049769585,1108
57939,2,2085,1085,0.049769585,1108
57940,2,2085,1085,0.049769585,1108
57941,2,2085,1085,0.049769585,1108
57942,2,2085,1085,0.049769585,1108
57943,2,2085,1085,0.049769585,1108
57944,2,2085,1085,0.049769585,1108
57945,2,2085,1085,0.049769585,1108
57946,2,2085,1085,0.049769585,1108
57947,2,2085,1085,0.049769585,1108
57948,2,2085,1085,0.049769585,1108
57949,2,2085,1085,0.049769585,1108
57950,2,2085,1085,0.049769585,1108
57951,2,2085,1085,0.049769585,1108
57952,2,2085,1085,0.049769585,1108
57953,2,2085,1085,0.049769585,1108
57954,2,2085,1085,0.049769585,1108
57955,2,2085,1085,0.049769585,1108
57956,2,2085,1085,0.049769585,1108
57957,2,2085,1085,0.049769585,1108
57958,2,2085,1085,0.049769585,1108
57959,2,2085,1085,0.049769585,1108
57960,2,2085,1085,0.049769585,1108
57961,2,2085,1085,0.049769585,1108
57962,2,2085,1085,0.049769585,1108
57963,2,2085,1085,0.049769585,1108
57964,2,2085,1085,0.049769585,1108
57965,2,2085,1085,0.049769585,1108
57966,2,2085,1085,0.049769585,1108
57967,2,2085,1085,0.049769585,1108
57968,2,2085,1085,0.049769585,1108
57969,2,2085,1085,0.049769585,1108
57970,2,2085,1085,0.049769585,1108
57971,2,2085,1085,0.049769585,1108
57972,2,2085,1085,0.049769585,1108
57973,2,2085,1085,0.049769585,1108
57974,2,2085,1085,0.049769585,1108
57975,2,2085,1085,0.049769585,1108
57976,2,2085,1085,0.049769585,1108
57977,2,2085,1085,0.049769585,1108
57978,2,2085,1085,0.049769585,1108
57979,2,2085,1085,0.049769585,1108
57980,2,2085,1085,0.049769585,1108
57981,2,2085,1085,0.049769585,1108
57982,2,2085,1085,0.049769585,1108
57983,2,2085,1085,0.049769585,1108
57984,2,2085,1085,0.049769585,1108
57985,2,2085,1085,0.049769585,1108
57986,2,2085,1085,0.049769585,1108
57987,2,2085,1085,0.049769585,1108
57988,2,2085,1085,0.049769585,1108
57989,2,2085,1085,0.049769585,1108
57990,2,2085,1085,0.049769585,1108
57991,2,2085,1085,0.049769585,1108
57992,2,2085,1085,0.049769585,1108
57993,2,2085,1085,0.049769585,1108
57994,2,2085,1085,0.049769585,1108
57995,2,2085,1085,0.049769585,1108
57996,2,2085,1085,0.049769585,1108
57997,2,2085,1085,0.049769585,1108
57998,2,2085,1085,0.049769585,1108
57999,2,2085,1085,0.049769585,1108
58000,2,2085,1085,0.049769585,1108
58001,2,2085,1085,0.049769585,1108
58002,2,2085,1085,0.049769585,1108
58003,2,2085,1085,0.049769585,1108
58004,2,2085,1085,0.049769585,1108
58005,2,2085,1085,0.049769585,1108
58006,2,2085,1085,0.049769585,1108
58007,2,2085,1085,0.049769585,1108
58008,3,2994,1395,0.170609319,660
58009,2,2085,1085,0.049769585,1108
58010,2,2085,1085,0.049769585,1108
58011,2,2085,1085,0.049769585,1108
58012,2,2085,1085,0.049769585,1108
58013,2,2085,1085,0.049769585,1108
58014,2,2085,1085,0.049769585,1108
58015,2,2085,1085,0.049769585,1108
58016,2,2085,1085,0.049769585,1108
58017,2,2085,1085,0.049769585,1108
58018,2,2085,1085,0.049769585,1108
